# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:48
# SEK
#----------------------------

"K-32","ENST00000263253.8"
"0.000000e+00","3.340514e+04"
"    7.496739","5.358847e+03"
"3.449525e+00","3.193151e+03"
"9.195734e+00","5.180305e+03"
"7.995359e-01","5.365704e+03"
"0.000000e+00","5.883622e+03"
"8.162464e-01","3.992140e+04"
"1.516261e+00","5.385025e+03"
"0.000000e+00","3.145935e+03"
"0.000000e+00","3.293232e+03"
"    0.000000","2.947010e+03"
"    0.000000","3.620272e+03"
"    0.000000","6.206348e+04"
"    0.000000","3.711416e+03"
"    1.282361","3.526694e+03"
"    0.000000","3.293727e+03"
"0.000000e+00","3.695807e+03"
"9.250488e-01","3.328934e+03"
"    0.00000","3.199711e+03"
"    0.000000","2.796592e+03"
"    0.000000","3.620205e+03"
"    0.000000","3.792460e+03"
"0.000000e+00","3.847336e+03"
"1.824702e+00","2.998910e+04"
"9.489369e-01","4.615928e+03"
"    0.000000","3.014949e+03"
"    1.343691","4.022178e+03"
"    0.000000","4.708884e+03"
"0.000000e+00","3.489212e+03"
"    0.000000","   3311.1937"
"2.005170e+01","5.749665e+04"
"0.000000e+00","3.782081e+03"
"    0.000000","4.037408e+03"
"    0.000000","5.223637e+03"
"    0.000000","5.717487e+03"
"    0.000000","3.422435e+03"
"    0.000000","3.785264e+03"
"    0.000000","3.857610e+03"
"2.971688e+01","5.787375e+03"
"    1.091845","3.659635e+03"
"    0.000000","2.186095e+03"
"    0.000000","2.854998e+03"
"    0.000000","4.094564e+03"
"    0.000000","3.438026e+03"
"0.000000e+00","5.350877e+03"
"0.000000e+00","6.239803e+04"
"    1.080314","3.357792e+03"
"2.258711e+00","3.110795e+03"
"    0.000000","4.284159e+03"
"0.000000e+00","3.827108e+03"
"    1.318247","3.972088e+03"
"    0.000000","3.915710e+03"
"    1.020009","3.432069e+04"
"    0.000000","3.769459e+03"
"    0.000000","3.025892e+03"
"    0.000000","4.774713e+03"
"9.809206e-01","4.309837e+03"
"    0.000000","3.604329e+03"
