# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:52
# SEK
#----------------------------

"UID-51","ENST00000361899.2"
"5.140674e+00","1.596365e+06"
"    1.070963","4.380451e+04"
"3.449525e+00","6.734968e+04"
"5.658913e+00","6.606312e+04"
"3.997680e+00","6.683297e+04"
"0.000000e+00","7.229638e+04"
"1.224370e+00","8.149843e+05"
"1.971139e+01","5.858118e+04"
"7.542741e-01","2.133987e+04"
"1.300664e+00","1.849964e+04"
"    0.000000","6.272606e+03"
"    0.000000","5.410370e+03"
"   19.328417","1.018274e+06"
"    3.131746","6.939527e+03"
"    0.000000","9.762447e+03"
"    0.000000","7.046786e+03"
"0.000000e+00","1.065215e+04"
"0.000000e+00","6.936842e+03"
"    0.00000","4.962194e+03"
"    0.000000","6.571376e+03"
"    3.135288","1.002962e+04"
"    0.000000","8.966902e+03"
"2.769093e+00","5.852816e+03"
"4.561756e-01","7.721333e+05"
"9.489369e-01","8.273390e+03"
"    1.317490","5.288036e+03"
"    0.000000","9.139037e+03"
"    0.000000","7.431927e+03"
"0.000000e+00","4.483770e+03"
"    0.000000","   5130.7777"
"6.181155e+02","7.931495e+05"
"0.000000e+00","5.063505e+03"
"    3.544004","6.850382e+03"
"    0.000000","3.997074e+03"
"    0.000000","9.744799e+03"
"    0.000000","5.626356e+03"
"    3.061293","8.594627e+03"
"    0.000000","5.380369e+03"
"9.905626e-01","4.682178e+03"
"    0.000000","6.121292e+03"
"    0.000000","3.989647e+03"
"    0.000000","4.337943e+03"
"    0.000000","6.499294e+03"
"    0.000000","7.004683e+03"
"4.189062e+00","4.363150e+03"
"0.000000e+00","2.412567e+06"
"    3.240942","7.184149e+03"
"0.000000e+00","4.583868e+03"
"    1.083699","9.588317e+03"
"0.000000e+00","6.192455e+03"
"    0.000000","7.531884e+03"
"    0.000000","9.909144e+03"
"    0.000000","9.680424e+05"
"    0.000000","6.030948e+03"
"    0.000000","5.919455e+03"
"    1.080163","1.039326e+04"
"0.000000e+00","7.527888e+03"
"    0.723513","8.098362e+03"
