# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:25:32
# SEK
#----------------------------

"UID-142","ENST00000387441.1"
"4.283895e-01","1.898395e+04"
"    1.070963","1.790012e+02"
"2.069715e+01","2.376755e+02"
"2.122093e+00","2.722251e+02"
"8.794895e+00","3.327708e+02"
"0.000000e+00","2.843954e+02"
"4.326106e+01","6.231182e+04"
"7.581303e+00","1.355733e+02"
"7.542741e-01","5.315201e+01"
"9.104646e+00","3.315124e+01"
"    8.529401","2.978719e+01"
"    0.000000","1.335894e+01"
"    0.000000","4.140283e+03"
"    0.000000","1.747800e+01"
"   10.258884","1.020885e+01"
"    9.910450","2.029179e+01"
"3.635293e+00","3.753554e+01"
"1.665088e+01","4.574566e+01"
"    2.19416","1.485934e+01"
"    7.345359","2.217562e+01"
"    3.135288","4.078021e+01"
"    7.922413","4.475687e+01"
"5.538186e+00","1.842594e+01"
"0.000000e+00","4.534098e+04"
"3.795748e+00","1.082627e+02"
"    1.317490","1.640906e+01"
"    2.687381","4.006153e+01"
"    6.717306","2.188571e+01"
"1.257031e+01","3.015989e+01"
"    0.000000","     23.5872"
"1.743626e+00","5.395205e+03"
"8.550097e+00","3.977332e+01"
"    0.000000","1.288877e+01"
"    1.024218","1.097595e+01"
"    3.854194","5.331326e+01"
"    0.000000","3.355328e+01"
"    8.163448","6.349592e+01"
"    4.710860","4.266804e+01"
"9.905626e-01","1.192658e+01"
"    7.642918","2.645108e+01"
"    5.246095","1.613704e+01"
"    8.284268","3.101216e+01"
"    3.707606","4.319346e+01"
"    4.971615","3.044522e+01"
"8.378125e-01","2.921894e+01"
"7.697282e-01","1.083902e+04"
"   18.365336","2.919169e+01"
"1.505807e+00","2.402385e+01"
"    1.083699","5.985524e+01"
"5.837765e+00","3.973220e+01"
"    6.591236","2.513980e+01"
"    2.111611","4.903719e+01"
"    0.000000","8.739582e+03"
"    1.262759","3.467678e+01"
"    5.531291","2.171530e+01"
"    9.721465","5.029965e+01"
"3.923682e+00","3.349036e+01"
"    1.447026","3.250747e+01"
