# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:25:19
# SEK
#----------------------------

"K-32","ENST00000375980.8"
"0.000000e+00","2.301761e+04"
"    7.496739","6.707380e+03"
"3.449525e+00","5.778909e+03"
"9.195734e+00","3.989959e+03"
"7.995359e-01","6.582566e+03"
"0.000000e+00","4.261650e+03"
"8.162464e-01","2.997485e+04"
"1.516261e+00","3.494708e+03"
"0.000000e+00","1.831087e+03"
"0.000000e+00","1.783912e+03"
"    0.000000","2.535755e+03"
"    0.000000","2.856758e+03"
"    0.000000","3.668726e+04"
"    0.000000","3.627065e+03"
"    1.282361","2.322050e+03"
"    0.000000","3.348146e+03"
"0.000000e+00","3.290856e+03"
"9.250488e-01","3.082207e+03"
"    0.00000","2.368414e+03"
"    0.000000","1.958025e+03"
"    0.000000","2.143654e+03"
"    0.000000","2.214095e+03"
"0.000000e+00","2.281131e+03"
"1.824702e+00","3.374766e+04"
"9.489369e-01","4.001934e+03"
"    0.000000","3.544357e+03"
"    1.343691","2.916480e+03"
"    0.000000","4.172108e+03"
"0.000000e+00","3.168225e+03"
"    0.000000","   3733.5169"
"2.005170e+01","2.861568e+04"
"0.000000e+00","3.376393e+03"
"    0.000000","3.583078e+03"
"    0.000000","3.713529e+03"
"    0.000000","5.803941e+03"
"    0.000000","3.640531e+03"
"    0.000000","2.445500e+03"
"    0.000000","2.846867e+03"
"2.971688e+01","3.564061e+03"
"    1.091845","3.017983e+03"
"    0.000000","3.059394e+03"
"    0.000000","2.730950e+03"
"    0.000000","3.843336e+03"
"    0.000000","2.700491e+03"
"0.000000e+00","3.178512e+03"
"0.000000e+00","1.006439e+05"
"    1.080314","2.772462e+03"
"2.258711e+00","1.965268e+03"
"    0.000000","2.957505e+03"
"0.000000e+00","3.058098e+03"
"    1.318247","2.659791e+03"
"    0.000000","2.105875e+03"
"    1.020009","4.447823e+04"
"    0.000000","4.453623e+03"
"    0.000000","2.282821e+03"
"    0.000000","2.858071e+03"
"9.809206e-01","2.816911e+03"
"    0.000000","3.059703e+03"
