# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:36
# SEK
#----------------------------

"UID-51","ENST00000361381.2"
"5.140674e+00","5.449004e+06"
"    1.070963","1.099781e+05"
"3.449525e+00","1.794706e+05"
"5.658913e+00","1.776550e+05"
"3.997680e+00","1.866215e+05"
"0.000000e+00","2.054301e+05"
"1.224370e+00","2.457781e+06"
"1.971139e+01","1.814023e+05"
"7.542741e-01","6.065774e+04"
"1.300664e+00","5.038426e+04"
"    0.000000","3.038294e+04"
"    0.000000","2.022543e+04"
"   19.328417","3.629950e+06"
"    3.131746","2.495707e+04"
"    0.000000","3.746277e+04"
"    0.000000","2.312065e+04"
"0.000000e+00","3.282194e+04"
"0.000000e+00","2.834656e+04"
"    0.00000","1.922716e+04"
"    0.000000","2.433898e+04"
"    3.135288","3.678760e+04"
"    0.000000","3.622292e+04"
"2.769093e+00","2.020368e+04"
"4.561756e-01","1.886534e+06"
"9.489369e-01","3.137271e+04"
"    1.317490","1.645052e+04"
"    0.000000","3.699082e+04"
"    0.000000","2.219326e+04"
"0.000000e+00","1.528676e+04"
"    0.000000","  17562.3556"
"6.181155e+02","3.095483e+06"
"0.000000e+00","2.169526e+04"
"    3.544004","2.433722e+04"
"    0.000000","1.475625e+04"
"    0.000000","5.112741e+04"
"    0.000000","2.164893e+04"
"    3.061293","3.389684e+04"
"    0.000000","2.295680e+04"
"9.905626e-01","1.525808e+04"
"    0.000000","2.530856e+04"
"    0.000000","1.474356e+04"
"    0.000000","1.625037e+04"
"    0.000000","2.881621e+04"
"    0.000000","2.530302e+04"
"4.189062e+00","1.801411e+04"
"0.000000e+00","9.504190e+06"
"    3.240942","2.570964e+04"
"0.000000e+00","1.543444e+04"
"    1.083699","3.728489e+04"
"0.000000e+00","2.326448e+04"
"    0.000000","2.788255e+04"
"    0.000000","3.819270e+04"
"    0.000000","4.167746e+06"
"    0.000000","2.231591e+04"
"    0.000000","1.816621e+04"
"    1.080163","3.597926e+04"
"0.000000e+00","2.510809e+04"
"    0.723513","2.603549e+04"
