# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:02
# SEK
#----------------------------

"2758","ENST00000650186.1"
"2.013431e+01","4.951553e+04"
"    0.000000","2.975034e+03"
"1.724762e+00","4.275895e+03"
"1.414728e+00","5.574411e+03"
"7.995359e-01","4.005841e+03"
"0.000000e+00","6.239575e+03"
"8.162464e-01","3.804308e+04"
"0.000000e+00","4.731574e+03"
"5.279918e+00","8.758123e+03"
"0.000000e+00","7.003669e+03"
"    0.000000","9.754825e+03"
"    0.000000","7.120314e+03"
"    0.000000","3.597154e+04"
"    1.043915","6.846817e+03"
"    0.000000","8.819520e+03"
"    4.247336","7.857536e+03"
"0.000000e+00","7.533816e+03"
"0.000000e+00","6.090172e+03"
"    0.00000","9.448889e+03"
"    4.197348","9.331009e+03"
"    2.090192","6.931097e+03"
"    0.000000","6.947362e+03"
"0.000000e+00","6.730628e+03"
"0.000000e+00","5.882681e+04"
"0.000000e+00","6.151290e+03"
"    1.317490","9.725392e+03"
"    1.343691","7.674788e+03"
"    3.358653","6.000141e+03"
"9.669471e-01","6.133229e+03"
"    6.718677","  11704.8675"
"0.000000e+00","2.730204e+04"
"2.850032e+00","5.869095e+03"
"    0.000000","9.562663e+03"
"   74.767909","6.393490e+02"
"    0.000000","2.458173e+03"
"    0.000000","7.320796e+03"
"    0.000000","7.033534e+03"
"    7.851433","5.256562e+03"
"2.971688e+00","7.275216e+03"
"    0.000000","6.024020e+03"
"    1.311524","9.355689e+03"
"    1.380711","8.884514e+03"
"    2.471737","6.675593e+03"
"    0.000000","5.956606e+03"
"0.000000e+00","4.055716e+03"
"1.847348e+01","4.161832e+04"
"    2.160628","6.875765e+03"
"0.000000e+00","7.452667e+03"
"    5.418496","4.351394e+03"
"3.335866e+00","4.439112e+03"
"    1.318247","5.557572e+03"
"    0.000000","7.529932e+03"
"    0.000000","3.328621e+04"
"    0.000000","5.911922e+03"
"    1.106258","6.115572e+03"
"    3.240488","6.071993e+03"
"1.961841e+00","5.199936e+03"
"    2.170539","5.639296e+03"
