# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:25:10
# SEK
#----------------------------

"UID-142","ENST00000603624.1"
"4.283895e-01","0.000000e+00"
"    1.070963","1.721165e+00"
"2.069715e+01","7.545253e+00"
"2.122093e+00","1.459652e+00"
"8.794895e+00","8.993805e+00"
"0.000000e+00","1.834809e+00"
"4.326106e+01","6.073233e+04"
"7.581303e+00","8.352860e+00"
"7.542741e-01","1.328800e+00"
"9.104646e+00","1.250990e+00"
"    8.529401","0.000000e+00"
"    0.000000","0.000000e+00"
"    0.000000","1.159642e+03"
"    0.000000","4.559479e+00"
"   10.258884","1.856155e+00"
"    9.910450","2.767063e+00"
"3.635293e+00","2.887349e+00"
"1.665088e+01","3.749644e+00"
"    2.19416","4.127594e+00"
"    7.345359","3.285277e+00"
"    3.135288","6.155503e+00"
"    7.922413","3.653622e+00"
"5.538186e+00","5.159263e+00"
"0.000000e+00","6.617188e+01"
"3.795748e+00","1.514164e+01"
"    1.317490","2.159087e+01"
"    2.687381","1.001538e+00"
"    6.717306","1.151880e+00"
"1.257031e+01","7.180926e-01"
"    0.000000","      8.9856"
"1.743626e+00","0.000000e+00"
"8.550097e+00","2.892605e+00"
"    0.000000","8.055482e-01"
"    1.024218","0.000000e+00"
"    3.854194","1.440899e+00"
"    0.000000","1.765962e+00"
"    8.163448","4.535423e+00"
"    4.710860","8.393712e+00"
"9.905626e-01","3.975528e+00"
"    7.642918","2.559782e+00"
"    5.246095","9.492379e-01"
"    8.284268","9.397624e-01"
"    3.707606","0.000000e+00"
"    4.971615","3.805652e+00"
"8.378125e-01","1.016311e+01"
"7.697282e-01","3.460830e+03"
"   18.365336","3.742524e+00"
"1.505807e+00","3.515685e+00"
"    1.083699","4.099674e+00"
"5.837765e+00","0.000000e+00"
"    6.591236","0.000000e+00"
"    2.111611","0.000000e+00"
"    0.000000","0.000000e+00"
"    1.262759","9.372102e+00"
"    5.531291","4.750222e+00"
"    9.721465","3.753705e+00"
"3.923682e+00","5.209611e+00"
"    1.447026","3.000690e+00"
