# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:46
# SEK
#----------------------------

"K-32","ENST00000558717.1"
"0.000000e+00","2.426508e+04"
"    7.496739","4.991379e+03"
"3.449525e+00","7.536953e+03"
"9.195734e+00","2.131822e+03"
"7.995359e-01","4.951090e+03"
"0.000000e+00","2.621942e+03"
"8.162464e-01","1.605821e+04"
"1.516261e+00","2.180739e+03"
"0.000000e+00","4.125925e+02"
"0.000000e+00","2.664609e+02"
"    0.000000","9.128333e+01"
"    0.000000","2.620407e+02"
"    0.000000","4.906281e+04"
"    0.000000","4.149126e+02"
"    1.282361","8.445505e+01"
"    0.000000","2.204427e+02"
"0.000000e+00","3.688588e+02"
"9.250488e-01","4.514571e+02"
"    0.00000","3.285565e+02"
"    0.000000","2.669288e+02"
"    0.000000","5.647674e+02"
"    0.000000","3.333930e+02"
"0.000000e+00","3.604114e+02"
"1.824702e+00","5.177288e+04"
"9.489369e-01","3.959538e+02"
"    0.000000","1.390452e+02"
"    1.343691","2.854384e+02"
"    0.000000","1.059729e+02"
"0.000000e+00","4.344460e+02"
"    0.000000","    163.9872"
"2.005170e+01","5.483101e+04"
"0.000000e+00","5.069290e+02"
"    0.000000","1.151934e+02"
"    0.000000","7.143513e+02"
"    0.000000","1.123901e+02"
"    0.000000","5.077141e+02"
"    0.000000","4.018385e+02"
"    0.000000","2.602051e+02"
"2.971688e+01","7.672769e+02"
"    1.091845","3.976195e+02"
"    0.000000","2.202232e+02"
"    0.000000","3.242180e+02"
"    0.000000","8.435947e+02"
"    0.000000","3.173914e+02"
"0.000000e+00","6.275720e+02"
"0.000000e+00","7.185272e+04"
"    1.080314","5.434144e+02"
"2.258711e+00","4.300855e+02"
"    0.000000","7.789380e+02"
"0.000000e+00","1.023425e+03"
"    1.318247","6.025172e+02"
"    0.000000","3.142012e+02"
"    1.020009","3.516790e+04"
"    0.000000","6.438634e+02"
"    0.000000","2.911208e+02"
"    0.000000","6.801713e+02"
"9.809206e-01","6.541783e+02"
"    0.000000","7.071626e+02"
