# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:42
# SEK
#----------------------------

"K-32","ENST00000617585.1"
"0.000000e+00","6.294651e+04"
"    7.496739","2.099821e+02"
"3.449525e+00","2.482388e+02"
"9.195734e+00","2.211373e+02"
"7.995359e-01","2.590216e+02"
"0.000000e+00","2.244583e+02"
"8.162464e-01","3.908185e+04"
"1.516261e+00","2.171744e+02"
"0.000000e+00","1.707508e+02"
"0.000000e+00","1.676327e+02"
"    0.000000","2.969110e+02"
"    0.000000","2.055221e+02"
"    0.000000","1.695523e+04"
"    0.000000","9.042966e+01"
"    1.282361","1.633416e+02"
"    0.000000","2.047626e+02"
"0.000000e+00","2.439810e+02"
"9.250488e-01","2.122299e+02"
"    0.00000","1.535465e+02"
"    0.000000","2.077938e+02"
"    0.000000","1.038741e+02"
"    0.000000","2.018626e+02"
"0.000000e+00","1.923668e+02"
"1.824702e+00","1.940160e+04"
"9.489369e-01","1.756430e+02"
"    0.000000","1.243634e+02"
"    1.343691","1.312015e+02"
"    0.000000","1.969714e+02"
"0.000000e+00","1.220757e+02"
"    0.000000","    224.6400"
"2.005170e+01","2.863486e+04"
"0.000000e+00","1.149810e+02"
"    0.000000","1.514431e+02"
"    0.000000","5.670906e+02"
"    0.000000","1.427931e+03"
"    0.000000","1.509898e+02"
"    0.000000","1.396910e+02"
"    0.000000","9.792664e+01"
"2.971688e+01","4.542040e+02"
"    1.091845","1.450543e+02"
"    0.000000","1.537765e+02"
"    0.000000","1.099522e+02"
"    0.000000","1.683663e+02"
"    0.000000","7.839643e+01"
"0.000000e+00","1.365668e+02"
"0.000000e+00","4.435753e+04"
"    1.080314","1.152697e+02"
"2.258711e+00","1.347679e+02"
"    0.000000","2.131830e+02"
"0.000000e+00","1.294501e+02"
"    1.318247","1.474868e+02"
"    0.000000","2.488183e+02"
"    1.020009","3.450797e+04"
"    0.000000","2.502351e+02"
"    0.000000","1.201128e+02"
"    0.000000","1.779256e+02"
"9.809206e-01","2.173152e+02"
"    0.000000","1.390320e+02"
