# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:25:51
# SEK
#----------------------------

"K-32","ENST00000561743.5"
"0.000000e+00","2.347874e+04"
"    7.496739","1.254729e+03"
"3.449525e+00","1.516596e+03"
"9.195734e+00","5.218256e+02"
"7.995359e-01","1.263630e+03"
"0.000000e+00","1.030551e+03"
"8.162464e-01","8.815294e+03"
"1.516261e+00","4.960314e+02"
"0.000000e+00","2.836989e+02"
"0.000000e+00","2.258037e+02"
"    0.000000","2.921067e+02"
"    0.000000","2.908138e+02"
"    0.000000","3.190374e+04"
"    0.000000","2.788881e+02"
"    1.282361","1.707662e+02"
"    0.000000","3.255910e+02"
"0.000000e+00","3.674152e+02"
"9.250488e-01","2.954720e+02"
"    0.00000","1.370361e+02"
"    0.000000","2.020446e+02"
"    0.000000","2.208287e+02"
"    0.000000","2.667144e+02"
"0.000000e+00","2.174261e+02"
"1.824702e+00","9.356704e+03"
"9.489369e-01","3.172173e+02"
"    0.000000","1.891360e+02"
"    1.343691","2.253461e+02"
"    0.000000","5.310165e+02"
"0.000000e+00","2.563591e+02"
"    0.000000","    283.0464"
"2.005170e+01","2.048772e+04"
"0.000000e+00","3.080624e+02"
"    0.000000","2.328034e+02"
"    0.000000","2.378122e+02"
"    0.000000","9.135299e+02"
"    0.000000","3.328839e+02"
"    0.000000","2.104436e+02"
"    0.000000","2.077444e+02"
"2.971688e+01","1.142964e+03"
"    1.091845","2.141684e+02"
"    0.000000","2.411064e+02"
"    0.000000","2.048682e+02"
"    0.000000","5.103880e+02"
"    0.000000","2.329059e+02"
"0.000000e+00","7.660444e+02"
"0.000000e+00","1.911556e+04"
"    1.080314","3.398212e+02"
"2.258711e+00","2.062535e+02"
"    0.000000","4.058677e+02"
"0.000000e+00","3.473363e+02"
"    1.318247","3.016776e+02"
"    0.000000","3.105688e+02"
"    1.020009","3.373657e+04"
"    0.000000","6.007517e+02"
"    0.000000","2.361539e+02"
"    0.000000","2.807771e+02"
"9.809206e-01","3.445786e+02"
"    0.000000","3.630835e+02"
