# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:47
# SEK
#----------------------------

"K-32","ENST00000478109.1"
"0.000000e+00","8.546416e+04"
"    7.496739","1.690356e+04"
"3.449525e+00","1.253946e+04"
"9.195734e+00","5.074480e+03"
"7.995359e-01","1.143203e+04"
"0.000000e+00","6.231624e+03"
"8.162464e-01","3.797193e+04"
"1.516261e+00","4.723221e+03"
"0.000000e+00","3.626296e+03"
"0.000000e+00","2.847879e+03"
"    0.000000","3.882905e+03"
"    0.000000","5.999191e+03"
"    0.000000","3.727161e+04"
"    0.000000","9.777042e+03"
"    1.282361","4.229249e+03"
"    0.000000","5.623594e+03"
"0.000000e+00","8.958001e+03"
"9.250488e-01","7.632026e+03"
"    0.00000","5.067035e+03"
"    0.000000","3.563705e+03"
"    0.000000","7.899819e+03"
"    0.000000","5.945356e+03"
"0.000000e+00","4.343363e+03"
"1.824702e+00","4.105304e+04"
"9.489369e-01","1.058249e+04"
"    0.000000","5.920217e+03"
"    1.343691","7.555605e+03"
"    0.000000","1.249559e+04"
"0.000000e+00","8.464875e+03"
"    0.000000","   5327.3377"
"2.005170e+01","6.110517e+04"
"0.000000e+00","9.844981e+03"
"    0.000000","6.766605e+03"
"    0.000000","4.782769e+03"
"    0.000000","1.009782e+04"
"    0.000000","8.322097e+03"
"    0.000000","7.170504e+03"
"    0.000000","5.602803e+03"
"2.971688e+01","2.359476e+03"
"    1.091845","6.923357e+03"
"    0.000000","3.621343e+03"
"    0.000000","5.881033e+03"
"    0.000000","9.889539e+03"
"    0.000000","6.579211e+03"
"0.000000e+00","1.204900e+04"
"0.000000e+00","6.049825e+04"
"    1.080314","8.056157e+03"
"2.258711e+00","3.926434e+03"
"    0.000000","6.287260e+03"
"0.000000e+00","7.829166e+03"
"    1.318247","6.864003e+03"
"    0.000000","4.607679e+03"
"    1.020009","6.298295e+04"
"    0.000000","1.040491e+04"
"    0.000000","3.754711e+03"
"    0.000000","8.036682e+03"
"9.809206e-01","6.783658e+03"
"    0.000000","8.232392e+03"
