# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:20
# SEK
#----------------------------

"K-32","ENST00000361390.2"
"0.000000e+00","3.922095e+06"
"    7.496739","6.232511e+04"
"3.449525e+00","8.460265e+04"
"9.195734e+00","6.827376e+04"
"7.995359e-01","7.928849e+04"
"0.000000e+00","7.746993e+04"
"8.162464e-01","1.958511e+06"
"1.516261e+00","5.594874e+04"
"0.000000e+00","2.203417e+04"
"0.000000e+00","1.735186e+04"
"    0.000000","1.312846e+04"
"    0.000000","9.428328e+03"
"    0.000000","2.607513e+06"
"    0.000000","1.477803e+04"
"    1.282361","1.405202e+04"
"    0.000000","1.746570e+04"
"0.000000e+00","2.094339e+04"
"9.250488e-01","1.210610e+04"
"    0.00000","9.645362e+03"
"    0.000000","9.669392e+03"
"    0.000000","1.730851e+04"
"    0.000000","1.467660e+04"
"0.000000e+00","9.514419e+03"
"1.824702e+00","1.713574e+06"
"9.489369e-01","1.771117e+04"
"    0.000000","8.693348e+03"
"    1.343691","1.788247e+04"
"    0.000000","2.010951e+04"
"0.000000e+00","7.574441e+03"
"    0.000000","   9090.0578"
"2.005170e+01","1.651783e+06"
"0.000000e+00","1.047701e+04"
"    0.000000","1.978185e+04"
"    0.000000","8.766124e+03"
"    0.000000","2.519268e+04"
"    0.000000","1.274407e+04"
"    0.000000","1.503583e+04"
"    0.000000","1.001999e+04"
"2.971688e+01","6.146166e+03"
"    1.091845","1.318629e+04"
"    0.000000","6.306737e+03"
"    0.000000","8.532103e+03"
"    0.000000","1.696181e+04"
"    0.000000","1.025319e+04"
"0.000000e+00","9.382455e+03"
"0.000000e+00","7.361730e+06"
"    1.080314","1.194464e+04"
"2.258711e+00","7.673569e+03"
"    0.000000","2.142490e+04"
"0.000000e+00","1.085458e+04"
"    1.318247","1.193135e+04"
"    0.000000","1.894652e+04"
"    1.020009","3.034815e+06"
"    0.000000","1.636650e+04"
"    0.000000","7.966123e+03"
"    0.000000","1.877753e+04"
"9.809206e-01","1.322571e+04"
"    0.000000","1.642077e+04"
