# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:02
# SEK
#----------------------------

"K-32","ENST00000524611.2"
"0.000000e+00","2.462913e+04"
"    7.496739","3.013760e+03"
"3.449525e+00","3.623230e+03"
"9.195734e+00","3.221452e+03"
"7.995359e-01","3.778298e+03"
"0.000000e+00","4.182753e+03"
"8.162464e-01","2.880090e+04"
"1.516261e+00","2.591314e+03"
"0.000000e+00","1.286943e+03"
"0.000000e+00","9.945373e+02"
"    0.000000","8.888114e+02"
"    0.000000","9.731473e+02"
"    0.000000","4.014806e+04"
"    0.000000","9.848474e+02"
"    1.282361","1.001396e+03"
"    0.000000","8.162835e+02"
"0.000000e+00","1.249500e+03"
"9.250488e-01","1.130893e+03"
"    0.00000","7.553497e+02"
"    0.000000","9.075579e+02"
"    0.000000","1.066441e+03"
"    0.000000","1.371022e+03"
"0.000000e+00","1.007530e+03"
"1.824702e+00","1.478280e+04"
"9.489369e-01","1.311266e+03"
"    0.000000","5.950444e+02"
"    1.343691","1.005544e+03"
"    0.000000","7.913413e+02"
"0.000000e+00","7.776943e+02"
"    0.000000","    808.7040"
"2.005170e+01","3.984397e+04"
"0.000000e+00","1.041338e+03"
"    0.000000","6.814938e+02"
"    0.000000","2.058905e+03"
"    0.000000","3.445189e+03"
"    0.000000","8.794492e+02"
"    0.000000","1.172860e+03"
"    0.000000","1.453511e+03"
"2.971688e+01","2.599001e+03"
"    1.091845","9.897823e+02"
"    0.000000","9.274054e+02"
"    0.000000","8.617622e+02"
"    0.000000","1.407754e+03"
"    0.000000","8.189763e+02"
"0.000000e+00","2.308931e+03"
"0.000000e+00","6.808263e+04"
"    1.080314","9.872778e+02"
"2.258711e+00","1.081073e+03"
"    0.000000","1.513600e+03"
"0.000000e+00","9.990725e+02"
"    1.318247","1.186599e+03"
"    0.000000","1.507439e+03"
"    1.020009","5.251775e+04"
"    0.000000","1.346771e+03"
"    0.000000","1.030120e+03"
"    0.000000","1.621601e+03"
"9.809206e-01","1.775733e+03"
"    0.000000","1.319303e+03"
