# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:25:22
# SEK
#----------------------------

"K-32","ENST00000330943.8"
"0.000000e+00","2.960933e+03"
"    7.496739","1.622198e+03"
"3.449525e+00","2.094562e+03"
"9.195734e+00","1.960313e+03"
"7.995359e-01","2.268238e+03"
"0.000000e+00","2.004223e+03"
"8.162464e-01","7.029468e+03"
"1.516261e+00","1.892244e+03"
"0.000000e+00","2.008482e+03"
"0.000000e+00","1.944039e+03"
"    0.000000","1.948659e+03"
"    0.000000","1.939101e+03"
"    0.000000","1.287383e+04"
"    0.000000","2.343572e+03"
"    1.282361","2.380519e+03"
"    0.000000","2.341857e+03"
"0.000000e+00","2.461465e+03"
"9.250488e-01","1.754084e+03"
"    0.00000","1.809537e+03"
"    0.000000","1.689454e+03"
"    0.000000","1.560420e+03"
"    0.000000","1.956515e+03"
"0.000000e+00","1.597898e+03"
"1.824702e+00","1.776053e+04"
"9.489369e-01","2.066833e+03"
"    0.000000","1.973406e+03"
"    1.343691","1.778732e+03"
"    0.000000","2.486908e+03"
"0.000000e+00","1.859142e+03"
"    0.000000","   1921.7952"
"2.005170e+01","2.210500e+04"
"0.000000e+00","1.914181e+03"
"    0.000000","2.442422e+03"
"    0.000000","1.295162e+03"
"    0.000000","1.185860e+03"
"    0.000000","1.962867e+03"
"    0.000000","1.831404e+03"
"    0.000000","1.703224e+03"
"2.971688e+01","2.555270e+03"
"    1.091845","2.033320e+03"
"    0.000000","2.166161e+03"
"    0.000000","2.351286e+03"
"    0.000000","1.849385e+03"
"    0.000000","2.514014e+03"
"0.000000e+00","3.428144e+03"
"0.000000e+00","1.497729e+04"
"    1.080314","2.184137e+03"
"2.258711e+00","2.216640e+03"
"    0.000000","2.107232e+03"
"0.000000e+00","1.928934e+03"
"    1.318247","1.795820e+03"
"    0.000000","2.114048e+03"
"    1.020009","1.295331e+04"
"    0.000000","2.401132e+03"
"    0.000000","2.431435e+03"
"    0.000000","2.456424e+03"
"9.809206e-01","1.926068e+03"
"    0.000000","2.245016e+03"
