# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:43
# SEK
#----------------------------

"UID-51","ENST00000361453.3"
"5.140674e+00","5.121074e+06"
"    1.070963","5.576403e+04"
"3.449525e+00","1.131441e+05"
"5.658913e+00","9.187925e+04"
"3.997680e+00","1.013431e+05"
"0.000000e+00","1.089094e+05"
"1.224370e+00","2.434522e+06"
"1.971139e+01","8.482907e+04"
"7.542741e-01","2.710022e+04"
"1.300664e+00","2.102289e+04"
"    0.000000","9.815360e+03"
"    0.000000","5.580953e+03"
"   19.328417","4.448073e+06"
"    3.131746","9.916106e+03"
"    0.000000","1.299865e+04"
"    0.000000","1.083213e+04"
"0.000000e+00","1.538741e+04"
"0.000000e+00","1.102845e+04"
"    0.00000","7.911773e+03"
"    0.000000","9.172494e+03"
"    3.135288","1.491555e+04"
"    0.000000","1.217752e+04"
"2.769093e+00","6.821283e+03"
"4.561756e-01","1.822453e+06"
"9.489369e-01","1.222611e+04"
"    1.317490","5.668036e+03"
"    0.000000","1.325636e+04"
"    0.000000","1.081615e+04"
"0.000000e+00","6.503765e+03"
"    0.000000","   7062.6818"
"6.181155e+02","2.258692e+06"
"0.000000e+00","8.562110e+03"
"    3.544004","9.756800e+03"
"    0.000000","6.205069e+03"
"    0.000000","1.474616e+04"
"    0.000000","9.254525e+03"
"    3.061293","1.299943e+04"
"    0.000000","9.802457e+03"
"9.905626e-01","7.207632e+03"
"    0.000000","9.893557e+03"
"    0.000000","5.960265e+03"
"    0.000000","6.798241e+03"
"    0.000000","1.211885e+04"
"    0.000000","8.518571e+03"
"4.189062e+00","7.227241e+03"
"0.000000e+00","1.124726e+07"
"    3.240942","1.129194e+04"
"0.000000e+00","8.553662e+03"
"    1.083699","1.790246e+04"
"0.000000e+00","9.119821e+03"
"    0.000000","1.392494e+04"
"    0.000000","1.357967e+04"
"    0.000000","3.097919e+06"
"    0.000000","9.690753e+03"
"    0.000000","7.050008e+03"
"    1.080163","1.393000e+04"
"0.000000e+00","1.126690e+04"
"    0.723513","1.351911e+04"
