# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:12
# SEK
#----------------------------

"K-32","ENST00000483906.5"
"0.000000e+00","1.628998e+04"
"    7.496739","3.311521e+03"
"3.449525e+00","3.360656e+03"
"9.195734e+00","2.006292e+03"
"7.995359e-01","3.173914e+03"
"0.000000e+00","2.439685e+03"
"8.162464e-01","1.459966e+04"
"1.516261e+00","1.715549e+03"
"0.000000e+00","1.069020e+03"
"0.000000e+00","1.002043e+03"
"    0.000000","5.505826e+02"
"    0.000000","6.258149e+02"
"    0.000000","2.037527e+04"
"    0.000000","1.116312e+03"
"    1.282361","7.461743e+02"
"    0.000000","7.895352e+02"
"0.000000e+00","1.197528e+03"
"9.250488e-01","8.009240e+02"
"    0.00000","6.373005e+02"
"    0.000000","5.190738e+02"
"    0.000000","1.000269e+03"
"    0.000000","7.060624e+02"
"0.000000e+00","6.102672e+02"
"1.824702e+00","7.993564e+03"
"9.489369e-01","9.834492e+02"
"    0.000000","8.757257e+02"
"    1.343691","8.062383e+02"
"    0.000000","1.597657e+03"
"0.000000e+00","8.516578e+02"
"    0.000000","    668.3040"
"2.005170e+01","3.275797e+04"
"0.000000e+00","9.567291e+02"
"    0.000000","9.618246e+02"
"    0.000000","2.780573e+02"
"    0.000000","6.613726e+02"
"    0.000000","7.346403e+02"
"    0.000000","7.147827e+02"
"    0.000000","9.065209e+02"
"2.971688e+01","8.716345e+02"
"    1.091845","7.124726e+02"
"    0.000000","4.072231e+02"
"    0.000000","6.587735e+02"
"    0.000000","8.012828e+02"
"    0.000000","1.268804e+03"
"0.000000e+00","1.616570e+03"
"0.000000e+00","2.534506e+04"
"    1.080314","1.083086e+03"
"2.258711e+00","7.588021e+02"
"    0.000000","9.363655e+02"
"0.000000e+00","1.373324e+03"
"    1.318247","8.949769e+02"
"    0.000000","1.014343e+03"
"    1.020009","3.548894e+04"
"    0.000000","1.044989e+03"
"    0.000000","8.882915e+02"
"    0.000000","1.614093e+03"
"9.809206e-01","9.154031e+02"
"    0.000000","1.071746e+03"
