# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:54
# SEK
#----------------------------

"K-32","ENST00000542104.5"
"0.000000e+00","3.436623e+03"
"    7.496739","3.373483e+03"
"3.449525e+00","2.698182e+03"
"9.195734e+00","1.743554e+03"
"7.995359e-01","2.728721e+03"
"0.000000e+00","1.956518e+03"
"8.162464e-01","1.010308e+03"
"1.516261e+00","1.467533e+03"
"0.000000e+00","3.426311e+03"
"0.000000e+00","3.111838e+03"
"    0.000000","1.426903e+03"
"    0.000000","2.394333e+03"
"    0.000000","1.217171e+04"
"    0.000000","2.689333e+03"
"    1.282361","1.776340e+03"
"    0.000000","2.045782e+03"
"0.000000e+00","2.659249e+03"
"9.250488e-01","2.206291e+03"
"    0.00000","1.922633e+03"
"    0.000000","1.783084e+03"
"    0.000000","2.589928e+03"
"    0.000000","1.800322e+03"
"0.000000e+00","2.132250e+03"
"1.824702e+00","1.019047e+03"
"9.489369e-01","2.475657e+03"
"    0.000000","2.160814e+03"
"    1.343691","2.512860e+03"
"    0.000000","2.511098e+03"
"0.000000e+00","2.761066e+03"
"    0.000000","   1682.5536"
"2.005170e+01","2.455330e+04"
"0.000000e+00","2.533922e+03"
"    0.000000","2.145980e+03"
"    0.000000","2.102809e+03"
"    0.000000","2.449528e+03"
"    0.000000","2.829954e+03"
"    0.000000","2.162490e+03"
"    0.000000","1.687836e+03"
"2.971688e+01","8.070321e+02"
"    1.091845","2.441179e+03"
"    0.000000","1.801654e+03"
"    0.000000","2.197165e+03"
"    0.000000","2.736173e+03"
"    0.000000","2.341237e+03"
"0.000000e+00","1.705497e+03"
"0.000000e+00","1.351933e+04"
"    1.080314","2.710336e+03"
"2.258711e+00","1.822883e+03"
"    0.000000","2.693486e+03"
"0.000000e+00","2.733191e+03"
"    1.318247","2.530740e+03"
"    0.000000","1.663632e+03"
"    1.020009","1.685937e+04"
"    0.000000","2.548274e+03"
"    0.000000","1.640184e+03"
"    0.000000","2.104327e+03"
"9.809206e-01","2.415027e+03"
"    0.000000","2.656111e+03"
