# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:22
# SEK
#----------------------------

"K-32","ENST00000270792.9"
"0.000000e+00","2.738620e+04"
"    7.496739","4.547318e+03"
"3.449525e+00","3.830725e+03"
"9.195734e+00","2.720791e+03"
"7.995359e-01","3.654183e+03"
"0.000000e+00","2.897164e+03"
"8.162464e-01","3.033770e+04"
"1.516261e+00","2.334303e+03"
"0.000000e+00","4.217612e+03"
"0.000000e+00","2.379383e+03"
"    0.000000","6.068900e+03"
"    0.000000","4.958221e+03"
"    0.000000","3.871663e+04"
"    0.000000","7.765552e+03"
"    1.282361","7.843182e+03"
"    0.000000","5.872629e+03"
"0.000000e+00","8.866327e+03"
"9.250488e-01","6.664617e+03"
"    0.00000","5.985837e+03"
"    0.000000","4.451551e+03"
"    0.000000","6.727196e+03"
"    0.000000","5.899686e+03"
"0.000000e+00","3.606325e+03"
"1.824702e+00","3.419763e+04"
"9.489369e-01","9.828436e+03"
"    0.000000","7.387532e+03"
"    1.343691","8.423939e+03"
"    0.000000","1.179870e+04"
"0.000000e+00","5.410828e+03"
"    0.000000","   9097.9202"
"2.005170e+01","3.853672e+04"
"0.000000e+00","7.560546e+03"
"    0.000000","1.213236e+04"
"    0.000000","3.960488e+03"
"    0.000000","1.330094e+04"
"    0.000000","6.224134e+03"
"    0.000000","6.737824e+03"
"    0.000000","7.158437e+03"
"2.971688e+01","1.801908e+03"
"    1.091845","6.262933e+03"
"    0.000000","5.853950e+03"
"    0.000000","6.702386e+03"
"    0.000000","8.250832e+03"
"    0.000000","6.282370e+03"
"0.000000e+00","6.178535e+03"
"0.000000e+00","5.951155e+04"
"    1.080314","9.451369e+03"
"2.258711e+00","4.998718e+03"
"    0.000000","6.079816e+03"
"0.000000e+00","5.492015e+03"
"    1.318247","5.707573e+03"
"    0.000000","6.810720e+03"
"    1.020009","4.466996e+04"
"    0.000000","5.984087e+03"
"    0.000000","5.924884e+03"
"    0.000000","9.875247e+03"
"9.809206e-01","6.461407e+03"
"    0.000000","7.097632e+03"
