# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.120279320748523,0.877330821473151
NA,0.969974534818903
0.485319535713643,0.446863490855321
0.0699001478496939,0.703298582695425
0.671041127061471,0.0114814112894237
0.826010287972167,NA
0.794847291428596,0.69431637134403
0.570989749394357,0.839252694509923
0.14109483640641,0.521222057053819
0.75128613342531,0.567717099562287
0.476349958684295,0.311003520851955
0.122787790372968,0.302125339163467
0.574594517471269,0.266641433117911
0.355797469383106,0.902613655664027
0.528770138975233,0.356253053527325
NA,0.150813488755375
0.0595737840048969,0.125217583496124
0.744556813500822,0.529907206539065
0.513129638507962,0.606701702112332
0.680549361510202,0.549034751718864
0.557758604409173,0.015854059252888
0.103475747397169,0.968790707876906
0.988783983280882,0.311258666915819
0.770797083154321,0.0472215625923127
0.243306598160416,0.551607558736578
0.382716093910858,0.872790268855169
0.950584621634334,0.211006074445322
0.656487202970311,0.977115225512534
0.200571584748104,0.0701707731932402
0.0486221681348979,0.942001272458583
NA,0.711291773011908
0.692490946501493,0.541062603006139
0.100685869110748,0.369097743881866
0.234796435106546,0.205003196373582
0.389755579875782,0.190354865044355
0.745741132181138,0.732008264400065
0.230352317681536,0.585766990669072
0.905772664584219,0.647168454015628
0.885352842975408,0.923704857705161
0.795249422080815,0.639280134346336
0.0374244276899844,0.391420647734776
0.13084109663032,0.692749211331829
0.915293619502336,0.61704689823091
0.719529814785346,0.884941240772605
0.00620012893341482,0.26581164682284
0.545135013293475,0.710087353363633
0.720986675936729,0.813375241821632
0.00952847022563219,0.30083803110756
0.662787208100781,0.67788326065056
0.484270789194852,0.190139278303832
0.136633125599474,0.0993756533134729
0.0190863024909049,0.358819769928232
0.811933057149872,0.924704514443874
0.859835320385173,NA
0.809482085052878,0.076304747024551
0.151634531561285,0.631228932878003
0.0938112428411841,0.138862257590517
0.61338234716095,0.57593107665889
0.0633027041330934,0.74675897276029
0.424585263477638,0.41784135135822
0.00706023839302361,0.317864164710045
NA,NA
0.259340247372165,0.302116569830105
0.537264813436195,NA
0.82365317014046,0.421354114310816
0.522472234675661,0.348751426907256
0.812880098586902,0.82938740379177
NA,NA
0.766067550051957,0.167624603956938
0.834537774557248,0.526269867317751
NA,0.32459116447717
0.0642037997022271,0.69192582485266
0.811812759842724,0.921497320057824
0.0843996088951826,0.640919700963423
0.386953218141571,0.0688681376632303
0.358245507581159,NA
0.640978690702468,0.721655172063038
0.668493835488334,0.0695416226517409
0.0193754537031054,0.62934500654228
