# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.702282105805352,0.808396235806867
NA,0.762138056801632
0.158466989407316,0.208616824820638
0.645948763936758,0.50591884739697
0.867152558639646,0.966070199618116
0.862044810317457,0.425860290182754
0.470846395939589,0.569382654037327
0.0281776699703187,0.346909176092595
0.428688661660999,0.610986123327166
0.901994855841622,0.949429176747799
0.0346536785364151,0.842513030162081
0.206916556227952,0.383215514011681
0.454319689190015,0.770112505182624
0.20165072241798,0.462150830077007
0.903271877905354,0.959692200180143
0.367376560578123,0.0106099513359368
0.815189206972718,0.32158584240824
0.188496520742774,0.674916564486921
0.706261029466987,0.911244989605621
0.236613802611828,0.0931594106368721
0.854854000266641,0.47827209928073
0.596868065185845,0.105550942011178
0.306875019567087,0.25731769320555
0.262087744893506,0.938554487656802
0.409926168387756,0.328131986316293
0.0599589832127094,0.796484073624015
0.184869915479794,0.779121013358235
0.881160522578284,0.577760270563886
0.339793496532366,0.387452865252271
0.795593304326758,0.0881375239696354
0.13592964829877,0.153201010776684
0.244557667756453,0.982102032983676
0.791427183197811,0.44100038241595
0.259683145908639,0.731780950911343
0.411364027531818,0.445459452457726
0.586487155873328,0.264080437365919
0.570686288876459,0.121140028582886
0.101081186672673,0.543858650140464
0.593636429635808,0.0801455467008054
0.365353399189189,0.22494896594435
0.989232708932832,NA
0.108089927118272,0.0205689663998783
0.122753160772845,0.942866519093513
0.537968260468915,0.882749377982691
0.904414561344311,0.668704492971301
0.275891995755956,0.690757912117988
0.289594252128154,0.998189096571878
0.543231286806986,0.368741594487801
0.849013294791803,0.208037899341434
