# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.939894538139924,0.225989620666951
0.0941511918790638,0.787613954162225
0.508411280810833,0.470548869576305
0.958691377658397,NA
0.828840430360287,0.31144015211612
0.553780749207363,0.930430547799915
0.985431618057191,0.187797565944493
0.651043977821246,0.909632352180779
0.655697316629812,0.0845588934607804
0.39467456494458,0.513159924652427
0.647154946345836,0.0300213678274304
0.342457338003442,0.949144148267806
0.118146010907367,0.502684800885618
0.259501005755737,0.526359378593042
0.259821781888604,0.974862972972915
0.0322162581142038,0.462046003434807
0.0490056776907295,0.559367795241997
0.589924542233348,0.679901381023228
0.862319465260953,0.640972344903275
0.24155159550719,0.331190993776545
0.59426279226318,0.837450755061582
0.401276705088094,0.407396129332483
0.86426899000071,0.206461473135278
0.415772897889838,0.443428656784818
0.2833448916208,0.936395287746564
0.833817089907825,0.723588121589273
0.348403902491555,0.841128375846893
0.746818553190678,0.294798070564866
0.656722020125017,0.00147428340278566
0.709513728506863,0.674014633521438
0.0435959775932133,0.571243197424337
0.425786805339158,0.111337876180187
0.130543611943722,0.385391271440312
0.77254655607976,0.331781772896647
0.408726377179846,0.564655800582841
0.443329027853906,0.822463021613657
0.458360897377133,0.374014241155237
0.0471320156939328,0.634418621426448
0.263095022179186,0.948459954001009
0.227113466477022,0.499670591438189
0.354682154487818,0.796218976844102
0.178755382075906,0.58058804855682
0.132661735638976,0.0244347972329706
0.562519569182768,0.152062533888966
0.281937576597556,0.662019029492512
0.453133987961337,0.654334503458813
NA,0.180953016737476
0.401593643939123,0.22241833480075
0.786645149346441,0.0493572722189128
0.579386945115402,0.967147602466866
0.287683952134103,0.132137854816392
0.664659144356847,0.62265434814617
0.803721636999398,0.520857082447037
0.777753645321354,0.184561781119555
0.751574045745656,0.415917039150372
0.510557588655502,0.6436252144631
0.732973891310394,0.531354106962681
0.207471137633547,0.54858565935865
0.172223644563928,0.137840083334595
0.193655534880236,0.380657484289259
0.72593877511099,0.739358526421711
0.286574791418388,0.0412699449807405
0.189903075341135,0.0432646982371807
0.882300070719793,0.541403694543988
0.809937050566077,0.499303112505004
0.674317302647978,0.0556255623232573
0.492605840554461,0.0802097038831562
0.0619520449545234,0.208858744706959
0.318575550336391,0.890815814957023
0.853273044107482,0.040053776698187
0.850958511698991,0.263939461205155
0.20892076054588,0.338700657710433
NA,0.389607284218073
0.955435781506822,0.694734474876896
0.361409266944975,0.666684716939926
0.158686666050926,0.357600149232894
0.515346734086052,0.0712052122689784
0.306558137293905,0.859311796026304
0.622372708050534,0.384782082866877
0.464659807970747,0.0738993650302291
0.150355654535815,0.16912897513248
0.49484934238717,0.948051860323176
0.836037813453004,NA
0.899854301707819,0.625349664827809
0.905371249653399,0.685032633366063
0.78318458609283,0.00377209624275565
0.93863135506399,0.488947357051075
0.754131833091378,0.0925882910378277
0.322448892518878,0.855005999095738
0.617816853802651,0.961617820430547
0.322033511009067,0.690217851893976
0.982693980215117,0.136908869724721
