# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.770531151210889,0.651079759234563
0.822755805682391,0.402729843277484
0.635995557066053,0.64749542507343
0.993863640818745,0.802399818319827
0.981187626719475,0.36896768771112
0.693970347754657,0.869242978282273
0.0145189594477415,0.265379205578938
0.292213112348691,0.832536717411131
0.722188313724473,0.933401176240295
0.73599005676806,0.115546094952151
0.903740087291226,0.231452223146334
0.613132639788091,0.37587354448624
0.540659001562744,0.610328857786953
0.23117792326957,0.49221289739944
0.119726891396567,0.760855863569304
0.902486604172736,0.283250244101509
0.654548029182479,0.171147139044479
0.137202370911837,0.917534867301583
0.898937046295032,0.577074228785932
0.190939808497205,0.268033818807453
0.843543321359903,0.639995134901255
0.722830269951373,0.516785352956504
0.930176876951009,0.740963937481865
0.563793278532103,0.378870540531352
0.767870498821139,0.817609266145155
0.639440279453993,0.844381718197837
0.068533627782017,0.892982927616686
