# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.11377398041077,0.458823375403881
0.475139550864697,0.785260243108496
0.369886164553463,0.980994417797774
0.733714991714805,0.466371518792585
0.232644565403461,0.196223704144359
0.442674016347155,0.405455597909167
0.14331851573661,0.534359026933089
0.0240708449855447,0.702424675691873
0.508378255413845,0.353418921586126
0.445059028454125,0.475420359289274
0.0839924681931734,0.487950310343876
0.0109730097465217,0.231474793981761
NA,0.61871737590991
0.23397865681909,0.916707794647664
0.345491006970406,0.79336085729301
0.653819742612541,0.696222414728254
0.316263219574466,0.78038959694095
0.63276468985714,0.665410875808448
0.0188815623987466,0.720275385538116
0.363334674621001,0.598181210691109
0.703494901070371,NA
0.709047009702772,0.430300673702732
0.890020856168121,0.95509330346249
0.664384448202327,0.107961022295058
0.633571222890168,0.182453674729913
NA,0.808460145257413
NA,0.127387315733358
0.252390032168478,0.525256828870624
0.710070373490453,0.27231256919913
0.305168432183564,0.656835567671806
0.976718856953084,0.277524764882401
0.488958736648783,0.694695592857897
0.123535544378683,0.13617746392265
0.969990138662979,0.0858605478424579
0.466823223046958,0.965359179070219
0.721386473393068,0.568803689442575
0.402946473797783,NA
0.853680557338521,0.192592839244753
0.107116105500609,0.360616813180968
0.596558497752994,0.731165379052982
0.0599218790885061,0.204840440303087
0.850905704079196,0.88664876180701
0.375117861200124,0.805986695224419
0.495512438938022,0.187257568817586
0.900823169155046,0.829982770606875
0.178824439411983,NA
0.422954742331058,0.835725222714245
0.574523149058223,0.473315607989207
