# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.955488010775298,0.901272111106664
0.464016755810007,0.136247753631324
0.821791696595028,0.0658433130010962
NA,0.865893485955894
0.953412651084363,0.335471458267421
0.439621766330674,0.640007720561698
0.305797910550609,0.216909422539175
0.92302151187323,0.213670276803896
0.382263568695635,0.915713876951486
0.773638089187443,0.196324004558846
0.963511434849352,0.248975290451199
0.593907767208293,0.786707587074488
0.422355550108477,0.075822455342859
0.813459356082603,0.55039275647141
0.863821548875421,NA
0.000173160107806325,0.326375295640901
0.818326779874042,0.417143467348069
0.911165370838717,0.311017730506137
NA,0.294999763602391
0.479099470190704,0.332940571010113
0.629723198246211,0.0184744477737695
0.325295915594324,0.958936386043206
0.955341797787696,0.630170086398721
0.656510464847088,0.827692732447758
0.513482089387253,0.953474385431036
0.784151738975197,0.451718371594325
0.648048571776599,0.403230842668563
0.98433249630034,0.214068025350571
0.364539044676349,0.0358158592134714
0.332228785380721,0.559039212763309
0.342216640012339,0.27729535382241
0.504672762705013,0.362128813983873
0.862753875087947,0.355631277430803
0.0303372221533209,0.849061207845807
0.185332776047289,0.645597829483449
0.94783298112452,0.795509945834056
0.547594166360795,0.852570501156151
0.768925446551293,0.786125391488895
0.0533937059808522,0.448197323130444
0.460286597488448,0.824518127832562
0.320933327544481,0.262277281610295
0.848310079891235,0.912372795632109
0.952336902264506,0.570091674569994
0.532527346163988,0.882529799360782
0.619652354158461,0.0110236061736941
0.765281684929505,NA
0.808735145255923,0.480689886026084
0.819690883392468,0.528523550136015
