# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.149185544811189,0.193008648697287
0.645832830807194,0.235509102931246
NA,0.810891850385815
0.329661042429507,0.412966210162267
0.0463389691431075,0.198760132072493
0.213622191455215,0.529018857283518
0.197773131076247,0.320009503280744
0.465240027522668,0.845564523013309
0.671611267607659,0.0701895577367395
0.479389388812706,0.405451827915385
NA,0.266550597734749
0.965386226773262,0.121241050772369
0.63166842982173,0.769472560379654
0.444706504931673,0.813855420099571
0.508623567409813,0.960834220517427
0.0833174751605839,0.46753605059348
0.0225937787909061,0.359573138644919
0.907119259936735,0.775553412735462
0.894313307013363,0.0584362898953259
0.901499464176595,0.756361455889419
0.390083158621565,0.711968487361446
0.961867985315621,0.165495730936527
0.492222549160942,NA
0.250328712863848,0.141439807135612
0.380601759068668,0.681030291132629
0.788562384201214,0.624125495553017
0.454231922281906,0.351802848512307
0.164380628848448,0.768094654427841
0.109822168480605,0.450713146245107
0.454877668293193,0.507859491975978
0.810062117408961,0.179922888521105
0.666625272249803,0.52659853710793
0.938009500037879,0.90266186487861
0.712923577055335,0.416772501310334
0.669845768949017,0.185504576656967
0.774885350605473,0.228189820656553
0.133736524730921,0.333574964664876
0.217789470683783,0.544795699417591
0.323162904242054,0.161806607386097
0.316109690116718,NA
0.265764244599268,0.95714646554552
0.291947054909542,0.204046339262277
