# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.689936346374452,0.32864155061543
0.635708319721743,0.228418085258454
0.576090435730293,0.0352369202300906
0.471829750342295,0.025058529805392
0.276666540186852,0.745740110520273
0.786099771037698,0.476203036261722
0.710526666603982,0.23299111565575
0.781438550446182,0.37270384747535
0.807067036628723,0.522515422897413
0.409449837636203,0.894165027653798
0.272010341286659,0.539894912857562
0.901020140852779,0.18890681443736
0.587301942752674,0.120843462646008
0.515869032824412,0.489964192034677
0.952241640305147,NA
0.530781748238951,0.169617286417633
0.752244878327474,0.895769307622686
0.178639204939827,0.592586874496192
0.461229932960123,NA
0.506649854360148,0.15194976888597
NA,0.962378477910534
0.139198874589056,0.498302627587691
0.468244537478313,0.920009651919827
0.230837465263903,0.862369414651766
0.00752001767978072,0.577590267872438
0.768244463251904,0.0667978033889085
0.286330147180706,0.0716083575971425
NA,0.707007982302457
NA,0.541672032559291
0.331459487555549,0.216792270541191
0.598798515507951,0.00547315389849246
0.431493638549,0.434006969910115
0.511418057372794,0.118796865222976
NA,0.136284527136013
0.691111008636653,0.23668101336807
0.701354192569852,0.799822461558506
0.347866846015677,0.530818362021819
0.616858661407605,0.71150841168128
0.230421614600345,NA
NA,0.723198775900528
0.85723515204154,0.238384274765849
0.523126147687435,0.00788778974674642
0.850672015920281,0.500367377884686
0.534453901462257,0.698057464789599
0.585227207047865,0.013897618977353
0.702895380789414,0.381879945052788
0.607035021763295,0.167067880975083
0.18936772365123,0.682271667988971
0.482868298655376,0.99622959527187
0.060807537054643,0.194155996665359
0.546604266855866,0.634357254952192
0.983804973540828,0.517856563441455
0.438629228854552,0.770814973860979
0.292074720142409,0.393440664047375
0.32871201983653,NA
0.548809279222041,0.961050018901005
0.667739227181301,0.300594349391758
0.177540668984875,NA
0.346278763609007,0.2058013479691
0.130667089251801,0.894637562567368
0.604591921670362,0.769148207968101
0.551943571073934,0.931528710993007
0.0606586602516472,0.281662558903918
0.438470239751041,0.621534967096522
0.122622588416561,0.873315059114248
0.108647398184985,0.485241962363943
0.885101585648954,0.600626172730699
0.624143645865843,0.0796126201748848
NA,NA
0.543522877153009,0.590952951693907
0.476271935971454,0.0869427516590804
0.694348823977634,0.115942604374141
0.315216353628784,0.173455744283274
0.736281873425469,0.413593558361754
0.129609861643985,0.186571458587423
NA,0.772992096142843
0.828484375262633,0.358489049831405
0.123818965861574,0.203613018849865
0.411037926096469,NA
0.46017069905065,0.104038309305906
0.979914827039465,0.602307175518945
0.673874020110816,0.022253486327827
0.175302914343774,NA
0.670570500195026,0.997562652686611
0.547172900522128,0.833003595704213
0.87589353043586,0.840268214931712
0.722724459134042,0.775166957639158
NA,0.305771596729755
0.478382942266762,0.0297070422675461
0.0596898675430566,0.638843902153894
0.445146269164979,0.959078268380836
0.622490021632984,0.104263014858589
