# Simulated random data filefor batch processing
# timestamp: 2020-04-08 13:05:39
# SEK
#----------------------------

"var_x","var_y"
0.0194849090185016,0.434418338816613
0.707707722904161,0.165194195462391
0.844601722201332,0.985358508536592
0.462673401692882,0.167276532622054
0.717501190491021,0.0804272098466754
0.86329359584488,0.573683246737346
0.371252039447427,0.505943956319243
0.21989313326776,0.284219045890495
0.516886299010366,0.623660201439634
0.94094172725454,0.422671464737505
0.469377777539194,0.17247835220769
0.778025123756379,0.384237762074918
0.368512506131083,0.389561726246029
0.132170861121267,0.615900367964059
0.731978136114776,0.99236493720673
0.192255816189572,0.546026031952351
0.894340382190421,0.967048686929047
0.443737670313567,0.398504056967795
0.0195566231850535,0.603925214614719
0.576121166814119,0.877017258200794
0.771563508082181,0.109153450001031
0.568367677275091,0.00123034836724401
0.370653707301244,0.626206445507705
0.852965117897838,0.110798430629075
0.169136222917587,0.279449356487021
0.512093198485672,0.791318364674225
0.199253828730434,0.498204993084073
0.166050545172766,0.575909176841378
0.0910698531661183,0.430931930895895
0.306854799157009,0.353585512144491
0.236692855600268,0.319595585810021
0.402040531625971,0.978907768847421
0.527187215862796,0.322778035420924
