# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:22
# SEK
#----------------------------

"status","K-42","ENST00000650358.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","8.605825e+00"
"case","5.174287e+00","1.659956e+01"
"control","4.951549e+00","2.116495e+01"
"case","4.797215e+00","2.698142e+00"
"control","0.000000e+00","1.162046e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","7.067805e+00"
"case","7.542741e-01","2.258960e+01"
"case","6.503319e-01","3.064926e+01"
"case","    0.000000","4.516123e+01"
"control","    1.347212","6.165664e+01"
"case","    0.000000","4.529850e+00"
"control","    0.000000","2.583705e+01"
"case","    3.847082","2.784232e+01"
"control","    0.000000","2.490356e+01"
"case","0.000000e+00","2.670798e+01"
"case","0.000000e+00","1.874822e+01"
"control","    1.09708","3.549731e+01"
"case","    0.000000","4.435124e+01"
"control","    9.405865","1.615820e+01"
"case","    0.000000","3.653622e+01"
"case","9.230309e-01","2.579632e+01"
"control","2.645818e+01","2.646875e+01"
"control","1.897874e+00","3.633993e+01"
"case","    6.587451","4.922719e+01"
"control","    4.031072","1.302000e+01"
"case","    0.000000","3.686015e+01"
"case","9.669471e-01","1.651613e+01"
"case","    0.000000","     22.4640"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","4.555853e+01"
"control","    1.181335","3.947186e+01"
"control","    0.000000","7.317299e+00"
"control","    0.000000","7.204494e+01"
"case","    0.000000","4.061713e+01"
"control","    0.000000","3.174796e+01"
"control","    3.140573","2.797904e+00"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","2.133152e+01"
"control","    0.000000","2.657866e+01"
"case","    1.380711","3.665074e+01"
"case","    0.000000","1.586699e+01"
"case","    0.000000","3.729539e+01"
"control","3.351250e+00","8.702162e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.871262e+01"
"control","2.258711e+00","5.976665e+01"
"case","    1.083699","1.721863e+01"
"case","0.000000e+00","2.563368e+01"
"control","    6.591236","1.508388e+01"
"case","    0.000000","6.901530e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    1.106258","2.646552e+01"
"case","    1.080163","3.678631e+01"
"case","9.809206e-01","1.711729e+01"
"case","    0.000000","2.750632e+01"
