# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:18
# SEK
#----------------------------

"status","3184","ENST00000566159.1"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","8.605825e+00"
"case","1.121096e+01","2.640838e+01"
"control","2.122093e+00","2.700356e+01"
"case","1.599072e+00","1.169195e+01"
"control","0.000000e+00","3.241496e+01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","2.441605e+01"
"case","7.542741e-01","3.521321e+01"
"case","1.300664e+00","2.251782e+01"
"case","    0.000000","4.804386e+01"
"control","    0.000000","6.782230e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","4.559479e+01"
"case","    3.847082","5.382849e+01"
"control","    1.415779","5.349654e+01"
"case","1.817646e+00","4.186656e+01"
"case","1.110059e+01","2.249786e+01"
"control","    0.00000","7.099462e+01"
"case","    2.098674","3.942333e+01"
"control","    0.000000","3.000808e+01"
"case","    0.000000","3.196919e+01"
"case","1.846062e+00","3.685188e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","3.406868e+01"
"case","    0.000000","9.499983e+01"
"control","    2.687381","3.004615e+01"
"case","    6.717306","7.487217e+01"
"case","0.000000e+00","4.236746e+01"
"case","    3.359339","     69.6384"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","2.386399e+01"
"control","    0.000000","5.236063e+01"
"control","    0.000000","1.280527e+01"
"control","    0.000000","4.466787e+01"
"case","    2.349239","4.238309e+01"
"control","    4.081724","2.721254e+01"
"control","    0.000000","4.126908e+01"
"control","6.636769e+01","2.285928e+01"
"case","    2.183691","2.730434e+01"
"control","    2.623048","4.841113e+01"
"case","    1.380711","6.296408e+01"
"case","    0.000000","2.291898e+01"
"case","    0.000000","2.740069e+01"
"control","0.000000e+00","4.255802e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","3.218570e+01"
"control","0.000000e+00","7.617318e+01"
"case","    0.000000","2.623791e+01"
"case","8.339664e-01","4.229557e+01"
"control","    0.000000","2.011184e+01"
"case","    8.446444","3.995623e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    0.000000","4.275200e+01"
"case","    0.000000","4.354298e+01"
"case","9.809206e-01","2.604806e+01"
"case","    2.170539","3.550816e+01"
