# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:22
# SEK
#----------------------------

"status","K-42","ENST00000489304.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","3.614447e+01"
"case","5.174287e+00","4.979867e+01"
"control","4.951549e+00","4.232991e+01"
"case","4.797215e+00","3.417646e+01"
"control","0.000000e+00","3.914260e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","5.268727e+01"
"case","7.542741e-01","3.388441e+01"
"case","6.503319e-01","4.753763e+01"
"case","    0.000000","8.359631e+01"
"control","    1.347212","2.774549e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.039652e+01"
"case","    3.847082","6.867773e+01"
"control","    0.000000","2.859298e+01"
"case","0.000000e+00","5.052861e+01"
"case","0.000000e+00","2.699744e+01"
"control","    1.09708","2.724212e+01"
"case","    0.000000","1.724771e+01"
"control","    9.405865","1.846651e+01"
"case","    0.000000","2.466195e+01"
"case","9.230309e-01","4.127411e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.574078e+01"
"case","    6.587451","4.059084e+01"
"control","    4.031072","3.405230e+01"
"case","    0.000000","4.722706e+01"
"case","9.669471e-01","2.226087e+01"
"case","    0.000000","     38.1888"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.952508e+01"
"control","    1.181335","2.658309e+01"
"control","    0.000000","4.939177e+01"
"control","    0.000000","3.746337e+01"
"case","    0.000000","2.030857e+01"
"control","    0.000000","4.444715e+01"
"control","    3.140573","3.777170e+01"
"control","9.905626e-01","5.963292e+00"
"case","    0.000000","4.180977e+01"
"control","    0.000000","8.827912e+01"
"case","    1.380711","3.101216e+01"
"case","    0.000000","1.762998e+01"
"case","    0.000000","5.327913e+01"
"control","3.351250e+00","3.493569e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","5.838337e+01"
"control","2.258711e+00","6.972776e+01"
"case","    1.083699","3.689707e+01"
"case","0.000000e+00","3.140125e+01"
"control","    6.591236","4.357565e+01"
"case","    0.000000","3.450765e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","3.186515e+01"
"case","    1.106258","6.650311e+01"
"case","    1.080163","5.480409e+01"
"case","9.809206e-01","2.902498e+01"
"case","    0.000000","2.750632e+01"
