# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","K-42","ENST00000638443.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.376932e+01"
"case","5.174287e+00","1.509051e+01"
"control","4.951549e+00","2.408426e+01"
"case","4.797215e+00","1.439009e+01"
"control","0.000000e+00","3.547298e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","2.891375e+01"
"case","7.542741e-01","6.378241e+01"
"case","6.503319e-01","7.255744e+01"
"case","    0.000000","1.979407e+02"
"control","    1.347212","1.089267e+02"
"case","    0.000000","9.059701e+00"
"control","    0.000000","5.699348e+01"
"case","    3.847082","1.002324e+02"
"control","    0.000000","4.242829e+01"
"case","0.000000e+00","7.940210e+01"
"case","0.000000e+00","8.624181e+01"
"control","    1.09708","6.356495e+01"
"case","    0.000000","8.377457e+01"
"control","    9.405865","5.770784e+01"
"case","    0.000000","8.311990e+01"
"case","9.230309e-01","5.970005e+01"
"control","2.645818e+01","7.940626e+01"
"control","1.897874e+00","6.510903e+01"
"case","    6.587451","6.909079e+01"
"control","    4.031072","6.509999e+01"
"case","    0.000000","5.644210e+01"
"case","9.669471e-01","6.678261e+01"
"case","    0.000000","    104.4576"
"case","3.182118e+02","3.196212e+00"
"case","1.900022e+00","6.508361e+01"
"control","    1.181335","6.041612e+01"
"control","    0.000000","9.695421e+01"
"control","    0.000000","3.025888e+02"
"case","    0.000000","8.918109e+01"
"control","    0.000000","1.233635e+02"
"control","    3.140573","2.168376e+01"
"control","9.905626e-01","2.584093e+01"
"case","    0.000000","4.436955e+01"
"control","    0.000000","4.556342e+01"
"case","    1.380711","5.544598e+01"
"case","    0.000000","9.255742e+01"
"case","    0.000000","2.740069e+01"
"control","3.351250e+00","5.335632e+01"
"case","7.697282e-01","4.418081e+01"
"case","    9.722825","4.565879e+01"
"control","2.258711e+00","7.265749e+01"
"case","    1.083699","5.247583e+01"
"case","0.000000e+00","4.101388e+01"
"control","    6.591236","4.022368e+01"
"case","    0.000000","8.717722e+01"
"control","   31.620288","4.013073e+01"
"case","    0.000000","5.810703e+01"
"case","    1.106258","1.900089e+01"
"case","    1.080163","1.096082e+02"
"case","9.809206e-01","6.474803e+01"
"case","    0.000000","3.800874e+01"
