# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:23
# SEK
#----------------------------

"status","K-42","ENST00000379780.6"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.581748e+00"
"case","5.174287e+00","1.131788e+01"
"control","4.951549e+00","1.605617e+01"
"case","4.797215e+00","5.396283e+00"
"control","0.000000e+00","1.223206e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","5.140221e+00"
"case","7.542741e-01","2.325400e+01"
"case","6.503319e-01","2.189233e+01"
"case","    0.000000","4.131772e+01"
"control","    1.347212","4.213204e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.887670e+01"
"case","    3.847082","2.598617e+01"
"control","    0.000000","2.859298e+01"
"case","0.000000e+00","2.526430e+01"
"case","0.000000e+00","1.949815e+01"
"control","    1.09708","2.311453e+01"
"case","    0.000000","2.874618e+01"
"control","    9.405865","1.538876e+01"
"case","    0.000000","2.009492e+01"
"case","9.230309e-01","2.137409e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.952619e+01"
"case","    6.587451","3.713630e+01"
"control","    4.031072","1.402154e+01"
"case","    0.000000","5.183458e+01"
"case","9.669471e-01","1.867041e+01"
"case","    0.000000","     41.5584"
"case","3.182118e+02","3.196212e+00"
"case","1.900022e+00","3.037235e+01"
"control","    1.181335","3.947186e+01"
"control","    0.000000","2.012257e+01"
"control","    0.000000","6.484045e+01"
"case","    0.000000","3.885117e+01"
"control","    0.000000","2.630545e+01"
"control","    3.140573","9.792664e+00"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","2.815760e+01"
"control","    0.000000","3.227409e+01"
"case","    1.380711","3.383145e+01"
"case","    0.000000","3.085247e+01"
"case","    0.000000","3.196748e+01"
"control","3.351250e+00","5.145074e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.497009e+01"
"control","2.258711e+00","2.988332e+01"
"case","    1.083699","1.967843e+01"
"case","0.000000e+00","1.922526e+01"
"control","    6.591236","1.508388e+01"
"case","    0.000000","2.633478e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    1.106258","2.307251e+01"
"case","    1.080163","1.801778e+01"
"case","9.809206e-01","1.190768e+01"
"case","    0.000000","2.200506e+01"
