# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:24
# SEK
#----------------------------

"status","K-42","ENST00000566159.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","8.605825e+00"
"case","5.174287e+00","2.640838e+01"
"control","4.951549e+00","2.700356e+01"
"case","4.797215e+00","1.169195e+01"
"control","0.000000e+00","3.241496e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","2.441605e+01"
"case","7.542741e-01","3.521321e+01"
"case","6.503319e-01","2.251782e+01"
"case","    0.000000","4.804386e+01"
"control","    1.347212","6.782230e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","4.559479e+01"
"case","    3.847082","5.382849e+01"
"control","    0.000000","5.349654e+01"
"case","0.000000e+00","4.186656e+01"
"case","0.000000e+00","2.249786e+01"
"control","    1.09708","7.099462e+01"
"case","    0.000000","3.942333e+01"
"control","    9.405865","3.000808e+01"
"case","    0.000000","3.196919e+01"
"case","9.230309e-01","3.685188e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.406868e+01"
"case","    6.587451","9.499983e+01"
"control","    4.031072","3.004615e+01"
"case","    0.000000","7.487217e+01"
"case","9.669471e-01","4.236746e+01"
"case","    0.000000","     69.6384"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","2.386399e+01"
"control","    1.181335","5.236063e+01"
"control","    0.000000","1.280527e+01"
"control","    0.000000","4.466787e+01"
"case","    0.000000","4.238309e+01"
"control","    0.000000","2.721254e+01"
"control","    3.140573","4.126908e+01"
"control","9.905626e-01","2.285928e+01"
"case","    0.000000","2.730434e+01"
"control","    0.000000","4.841113e+01"
"case","    1.380711","6.296408e+01"
"case","    0.000000","2.291898e+01"
"case","    0.000000","2.740069e+01"
"control","3.351250e+00","4.255802e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","3.218570e+01"
"control","2.258711e+00","7.617318e+01"
"case","    1.083699","2.623791e+01"
"case","0.000000e+00","4.229557e+01"
"control","    6.591236","2.011184e+01"
"case","    0.000000","3.995623e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    1.106258","4.275200e+01"
"case","    1.080163","4.354298e+01"
"case","9.809206e-01","2.604806e+01"
"case","    0.000000","3.550816e+01"
