# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","3184","ENST00000424136.5"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","1.721165e+00"
"case","1.121096e+01","0.000000e+00"
"control","2.122093e+00","2.919304e+00"
"case","1.599072e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","7.542741e-01","3.322001e+00"
"case","1.300664e+00","6.254951e-01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.027611e+00"
"case","   94.368152","0.000000e+00"
"control","    0.000000","3.799566e+00"
"case","    3.847082","9.280774e-01"
"control","    1.415779","1.844708e+00"
"case","1.817646e+00","7.218373e-01"
"case","1.110059e+01","2.999715e+00"
"control","    0.00000","3.302075e+00"
"case","    2.098674","1.642639e+00"
"control","    0.000000","1.538876e+00"
"case","    0.000000","3.653622e+00"
"case","1.846062e+00","2.211113e+00"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","7.570818e-01"
"case","    0.000000","8.636348e-01"
"control","    2.687381","6.009230e+00"
"case","    6.717306","2.303759e+00"
"case","0.000000e+00","3.590463e+00"
"case","    3.359339","      4.4928"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","3.615756e+00"
"control","    0.000000","1.611096e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    2.349239","5.297887e+00"
"control","    4.081724","3.628338e+00"
"control","    0.000000","6.994760e-01"
"control","6.636769e+01","0.000000e+00"
"case","    2.183691","8.532606e-01"
"control","    2.623048","0.000000e+00"
"case","    1.380711","0.000000e+00"
"case","    0.000000","7.933493e+00"
"case","    0.000000","1.522261e+00"
"control","0.000000e+00","1.016311e+01"
"case","1.955110e+02","1.767232e+02"
"case","    0.000000","2.994019e+00"
"control","0.000000e+00","5.859475e-01"
"case","    0.000000","1.639870e+00"
"case","8.339664e-01","3.845051e+00"
"control","    0.000000","4.189967e+00"
"case","    8.446444","0.000000e+00"
"control","    1.020009","0.000000e+00"
"case","    0.000000","9.372102e-01"
"case","    0.000000","6.786032e-01"
"case","    0.000000","1.501482e+00"
"case","9.809206e-01","0.000000e+00"
"case","    2.170539","3.500805e+00"
