# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","K-42","ENST00000553041.5"
"case","1.195207e+02","6.504344e+02"
"control","    7.496739","1.302922e+03"
"case","5.174287e+00","1.414735e+03"
"control","4.951549e+00","7.378541e+02"
"case","4.797215e+00","1.122427e+03"
"control","0.000000e+00","6.672590e+02"
"case","8.162464e-01","2.703641e+02"
"control","6.823173e+00","7.074230e+02"
"case","7.542741e-01","7.182165e+02"
"case","6.503319e-01","5.923439e+02"
"case","    0.000000","5.928612e+02"
"control","    1.347212","7.244655e+02"
"case","    0.000000","1.454082e+03"
"control","    0.000000","8.511027e+02"
"case","    3.847082","3.888644e+02"
"control","    0.000000","4.740901e+02"
"case","0.000000e+00","6.879109e+02"
"case","0.000000e+00","7.071829e+02"
"control","    1.09708","8.123105e+02"
"case","    0.000000","4.377632e+02"
"control","    9.405865","6.940330e+02"
"case","    0.000000","5.389092e+02"
"case","9.230309e-01","5.704671e+02"
"control","2.645818e+01","7.543595e+02"
"control","1.897874e+00","5.821959e+02"
"case","    6.587451","6.442716e+02"
"control","    4.031072","5.548522e+02"
"case","    0.000000","6.300781e+02"
"case","9.669471e-01","7.676410e+02"
"case","    0.000000","    615.5136"
"case","3.182118e+02","2.183013e+03"
"case","1.900022e+00","6.045544e+02"
"control","    1.181335","3.689411e+02"
"control","    0.000000","1.146987e+03"
"control","    0.000000","4.423560e+02"
"case","    0.000000","7.328743e+02"
"control","    0.000000","5.388083e+02"
"control","    3.140573","5.071201e+02"
"control","9.905626e-01","7.742340e+02"
"case","    0.000000","6.578639e+02"
"control","    0.000000","6.663650e+02"
"case","    1.380711","6.474963e+02"
"case","    0.000000","8.021643e+02"
"case","    0.000000","5.038683e+02"
"control","3.351250e+00","5.964475e+02"
"case","7.697282e-01","3.829003e+03"
"case","    9.722825","5.748516e+02"
"control","2.258711e+00","4.775472e+02"
"case","    1.083699","7.649992e+02"
"case","0.000000e+00","8.273269e+02"
"control","    6.591236","5.857573e+02"
"case","    0.000000","5.012690e+02"
"control","   31.620288","1.649819e+02"
"case","    0.000000","1.062796e+03"
"case","    1.106258","4.648432e+02"
"case","    1.080163","7.665065e+02"
"case","9.809206e-01","5.879419e+02"
"case","    0.000000","6.256438e+02"
