# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","K-42","ENST00000391970.3"
"case","1.195207e+02","8.009080e+03"
"control","    7.496739","2.071422e+03"
"case","5.174287e+00","1.810861e+03"
"control","4.951549e+00","1.684438e+03"
"case","4.797215e+00","1.567620e+03"
"control","0.000000e+00","1.821354e+03"
"case","8.162464e-01","3.521849e+03"
"control","6.823173e+00","1.721974e+03"
"case","7.542741e-01","1.739400e+03"
"case","6.503319e-01","1.827071e+03"
"case","    0.000000","2.090869e+03"
"control","    1.347212","1.730496e+03"
"case","    0.000000","6.726828e+03"
"control","    0.000000","2.299497e+03"
"case","    3.847082","2.736900e+03"
"control","    0.000000","1.989518e+03"
"case","0.000000e+00","2.106321e+03"
"case","0.000000e+00","1.665592e+03"
"control","    1.09708","2.024998e+03"
"case","    0.000000","1.841398e+03"
"control","    9.405865","2.010541e+03"
"case","    0.000000","1.831378e+03"
"case","9.230309e-01","2.059283e+03"
"control","2.645818e+01","1.283735e+03"
"control","1.897874e+00","2.019137e+03"
"case","    6.587451","2.041633e+03"
"control","    4.031072","2.202383e+03"
"case","    0.000000","2.477693e+03"
"case","9.669471e-01","2.256965e+03"
"case","    0.000000","   2034.1153"
"case","3.182118e+02","4.471500e+03"
"case","1.900022e+00","2.395077e+03"
"control","    1.181335","2.739669e+03"
"control","    0.000000","2.226288e+03"
"control","    0.000000","2.765085e+03"
"case","    0.000000","1.952271e+03"
"control","    0.000000","1.786957e+03"
"control","    3.140573","2.027781e+03"
"control","9.905626e-01","1.725379e+03"
"case","    0.000000","1.787581e+03"
"control","    0.000000","1.538715e+03"
"case","    1.380711","1.632367e+03"
"case","    0.000000","1.736553e+03"
"case","    0.000000","2.056574e+03"
"control","3.351250e+00","2.460108e+03"
"case","7.697282e-01","5.817140e+03"
"case","    9.722825","1.920663e+03"
"control","2.258711e+00","1.696904e+03"
"case","    1.083699","2.043277e+03"
"case","0.000000e+00","2.128877e+03"
"control","    6.591236","1.980178e+03"
"case","    0.000000","1.838894e+03"
"control","   31.620288","2.412303e+03"
"case","    0.000000","1.728216e+03"
"case","    1.106258","1.803049e+03"
"case","    1.080163","2.773988e+03"
"case","9.809206e-01","1.590420e+03"
"case","    0.000000","1.921442e+03"
