# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:26
# SEK
#----------------------------

"status","K-42","ENST00000367571.3"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","9.466408e+00"
"case","5.174287e+00","3.772626e+00"
"control","4.951549e+00","4.816851e+01"
"case","4.797215e+00","1.439009e+01"
"control","0.000000e+00","9.785649e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.927583e+01"
"case","7.542741e-01","1.793880e+01"
"case","6.503319e-01","1.250990e+01"
"case","    0.000000","1.633491e+01"
"control","    1.347212","3.185593e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.963661e+01"
"case","    3.847082","1.299308e+01"
"control","    0.000000","1.568002e+01"
"case","0.000000e+00","1.660226e+01"
"case","0.000000e+00","2.024808e+01"
"control","    1.09708","2.889316e+01"
"case","    0.000000","1.396243e+01"
"control","    9.405865","2.693033e+01"
"case","    0.000000","1.735470e+01"
"case","9.230309e-01","1.916298e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.649786e+01"
"case","    6.587451","1.813633e+01"
"control","    4.031072","2.604000e+01"
"case","    0.000000","8.063157e+00"
"case","9.669471e-01","2.656943e+01"
"case","    0.000000","     24.7104"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.952508e+01"
"control","    1.181335","1.288877e+01"
"control","    0.000000","9.146623e+00"
"control","    0.000000","7.204494e+00"
"case","    0.000000","5.032992e+01"
"control","    0.000000","2.539837e+01"
"control","    3.140573","2.448166e+01"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","2.218478e+01"
"control","    0.000000","3.322333e+01"
"case","    1.380711","1.785549e+01"
"case","    0.000000","3.525997e+01"
"case","    0.000000","2.283391e+01"
"control","3.351250e+00","2.286700e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.245514e+01"
"control","2.258711e+00","2.402385e+01"
"case","    1.083699","2.213824e+01"
"case","0.000000e+00","3.652799e+01"
"control","    6.591236","1.927385e+01"
"case","    0.000000","7.264768e+00"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.717910e+01"
"case","    1.106258","2.103670e+01"
"case","    1.080163","2.927890e+01"
"case","9.809206e-01","1.711729e+01"
"case","    0.000000","5.301219e+01"
