# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:07
# SEK
#----------------------------

"status","K-42","ENST00000552091.1"
"case","1.195207e+02","5.873325e+02"
"control","    7.496739","2.874346e+02"
"case","5.174287e+00","2.399390e+02"
"control","4.951549e+00","1.627512e+02"
"case","4.797215e+00","2.041594e+02"
"control","0.000000e+00","1.847041e+02"
"case","8.162464e-01","1.636415e+02"
"control","6.823173e+00","2.107491e+02"
"case","7.542741e-01","1.607848e+02"
"case","6.503319e-01","1.225970e+02"
"case","    0.000000","9.320508e+01"
"control","    1.347212","9.556779e+01"
"case","    0.000000","4.529850e+01"
"control","    0.000000","1.489430e+02"
"case","    3.847082","9.373582e+01"
"control","    0.000000","9.131307e+01"
"case","0.000000e+00","1.255997e+02"
"case","0.000000e+00","1.169889e+02"
"control","    1.09708","1.353851e+02"
"case","    0.000000","1.075928e+02"
"control","    9.405865","1.692763e+02"
"case","    0.000000","1.516253e+02"
"case","9.230309e-01","1.702557e+02"
"control","2.645818e+01","3.705626e+02"
"control","1.897874e+00","1.150764e+02"
"case","    6.587451","8.809075e+01"
"control","    4.031072","1.051615e+02"
"case","    0.000000","4.607518e+01"
"case","9.669471e-01","1.551080e+02"
"case","    0.000000","     84.2400"
"case","3.182118e+02","1.655638e+03"
"case","1.900022e+00","1.120884e+02"
"control","    1.181335","3.786077e+01"
"control","    0.000000","3.411690e+02"
"control","    0.000000","2.593618e+01"
"case","    0.000000","1.368621e+02"
"control","    0.000000","1.750673e+02"
"control","    3.140573","1.196104e+02"
"control","9.905626e-01","3.727057e+02"
"case","    0.000000","1.433478e+02"
"control","    0.000000","2.401572e+02"
"case","    1.380711","1.766753e+02"
"case","    0.000000","2.247823e+02"
"case","    0.000000","1.377646e+02"
"control","3.351250e+00","1.175110e+02"
"case","7.697282e-01","1.472694e+01"
"case","    9.722825","1.811381e+02"
"control","2.258711e+00","1.611356e+02"
"case","    1.083699","2.492602e+02"
"case","0.000000e+00","2.031469e+02"
"control","    6.591236","1.851965e+02"
"case","    0.000000","1.689059e+02"
"control","   31.620288","8.917940e+01"
"case","    0.000000","1.743211e+02"
"case","    1.106258","1.974735e+02"
"case","    1.080163","1.764241e+02"
"case","9.809206e-01","1.860575e+02"
"case","    0.000000","2.060474e+02"
