# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:13
# SEK
#----------------------------

"status","4017","ENST00000640388.1"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","9.466408e+00"
"case","8.623812e+00","3.772626e+00"
"control","1.556201e+01","2.189478e+00"
"case","1.918886e+01","7.195044e+00"
"control","0.000000e+00","1.345527e+01"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","6.425277e+00"
"case","1.508548e+00","1.860320e+01"
"case","0.000000e+00","1.939035e+01"
"case","    0.000000","1.729579e+01"
"control","    0.000000","1.746938e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","1.747800e+01"
"case","    0.000000","1.577732e+01"
"control","   11.326228","1.936944e+01"
"case","2.726470e+00","1.443675e+01"
"case","9.250488e-01","1.649843e+01"
"control","    0.00000","2.063797e+01"
"case","    0.000000","2.135430e+01"
"control","   13.586250","2.231370e+01"
"case","    0.000000","2.100833e+01"
"case","0.000000e+00","2.800743e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.665580e+01"
"case","    0.000000","1.554543e+01"
"control","   10.749525","2.103230e+01"
"case","    1.679327","1.612631e+01"
"case","4.834736e+00","2.585133e+01"
"case","    0.000000","     15.7248"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","1.952508e+01"
"control","    1.181335","2.174980e+01"
"control","    0.000000","7.317299e+01"
"control","    1.927097","3.025888e+01"
"case","    0.000000","2.030857e+01"
"control","    1.020431","2.267711e+01"
"control","    0.000000","1.398952e+01"
"control","1.981125e+00","2.981646e+00"
"case","    1.091845","1.621195e+01"
"control","    0.000000","1.518781e+01"
"case","    0.000000","2.349406e+01"
"case","    0.000000","1.939298e+01"
"case","    8.700326","1.598374e+01"
"control","6.702500e+00","7.622332e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","2.470066e+01"
"control","7.529037e-01","2.812548e+01"
"case","    0.000000","1.639870e+01"
"case","3.335866e+00","1.730273e+01"
"control","    9.227730","1.927385e+01"
"case","    0.000000","2.905907e+01"
"control","    7.140065","9.809735e+01"
"case","    0.000000","9.372102e+00"
"case","    0.000000","1.628648e+01"
"case","    1.080163","1.051037e+01"
"case","4.904603e+00","1.562883e+01"
"case","    3.617565","2.250517e+01"
