# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:21
# SEK
#----------------------------

"status","2593","ENST00000460452.5"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","9.195734e+00","0.000000e+00"
"case","7.995359e-01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","3.032521e+00","6.425277e-01"
"case","0.000000e+00","3.322001e+00"
"case","1.300664e+00","1.876485e+00"
"case","    0.000000","9.608772e+00"
"control","    0.000000","1.233133e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.799566e+00"
"case","    0.000000","1.484924e+01"
"control","    0.000000","1.660238e+01"
"case","0.000000e+00","1.299307e+01"
"case","9.250488e-01","5.999431e+00"
"control","    0.00000","4.127594e+00"
"case","    0.000000","7.391874e+00"
"control","    1.045096","6.924941e+00"
"case","    0.000000","7.307244e+00"
"case","0.000000e+00","9.581489e+00"
"control","1.049204e+01","0.000000e+00"
"control","0.000000e+00","3.785409e+00"
"case","    0.000000","8.636348e+00"
"control","    1.343691","4.006153e+00"
"case","    0.000000","1.612631e+01"
"case","9.669471e-01","5.744741e+00"
"case","    6.718677","     22.4640"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","5.062059e+00"
"control","    0.000000","3.463857e+01"
"control","    0.000000","9.146623e+00"
"control","    0.000000","1.167128e+02"
"case","    0.000000","3.531924e+00"
"control","    2.040862","6.349592e+00"
"control","    0.000000","6.295284e+00"
"control","0.000000e+00","1.003821e+02"
"case","    0.000000","1.365217e+01"
"control","    0.000000","1.139085e+01"
"case","    0.000000","1.127715e+01"
"case","    0.000000","3.525997e+00"
"case","    0.000000","2.283391e+00"
"control","5.026875e+00","1.460947e+01"
"case","7.697282e-01","0.000000e+00"
"case","    0.000000","1.122757e+01"
"control","2.258711e+00","8.203265e+00"
"case","    0.000000","4.919609e+00"
"case","0.000000e+00","7.690103e+00"
"control","    0.000000","1.256990e+01"
"case","    0.000000","5.448576e+00"
"control","    2.040019","0.000000e+00"
"case","    0.000000","1.780699e+01"
"case","    0.000000","5.428825e+00"
"case","    0.000000","6.005928e+00"
"case","0.000000e+00","1.116345e+01"
"case","    0.000000","1.100253e+01"
