# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","4017","ENST00000518295.5"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","9.466408e+00"
"case","8.623812e+00","1.358145e+01"
"control","1.556201e+01","1.459652e+01"
"case","1.918886e+01","1.528947e+01"
"control","0.000000e+00","2.568733e+01"
"case","1.661061e+02","4.411205e+02"
"control","9.097564e+00","1.863330e+01"
"case","1.508548e+00","9.168722e+01"
"case","0.000000e+00","9.945373e+01"
"case","    0.000000","1.374054e+02"
"control","    0.000000","1.130372e+02"
"case","   21.602348","5.888805e+01"
"control","    3.131746","1.033482e+02"
"case","    0.000000","1.354993e+02"
"control","   11.326228","1.217508e+02"
"case","2.726470e+00","1.075538e+02"
"case","9.250488e-01","9.674082e+01"
"control","    0.00000","1.188747e+02"
"case","    0.000000","1.108781e+02"
"control","   13.586250","8.848536e+01"
"case","    0.000000","1.023014e+02"
"case","0.000000e+00","1.135038e+02"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","9.993480e+01"
"case","    0.000000","1.666815e+02"
"control","   10.749525","1.322031e+02"
"case","    1.679327","2.315278e+02"
"case","4.834736e+00","9.909678e+01"
"case","    0.000000","    138.1536"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","8.605500e+01"
"control","    1.181335","1.941371e+02"
"control","    0.000000","7.957562e+01"
"control","    1.927097","2.925025e+02"
"case","    0.000000","1.068407e+02"
"control","    1.020431","1.161068e+02"
"control","    0.000000","1.273046e+02"
"control","1.981125e+00","2.484705e+01"
"case","    1.091845","9.983149e+01"
"control","    0.000000","9.397455e+01"
"case","    0.000000","9.491601e+01"
"case","    0.000000","8.638692e+01"
"case","    8.700326","9.209678e+01"
"control","6.702500e+00","9.400876e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.152697e+02"
"control","7.529037e-01","1.177755e+02"
"case","    0.000000","7.215426e+01"
"case","3.335866e+00","8.523197e+01"
"control","    9.227730","9.720723e+01"
"case","    0.000000","1.616411e+02"
"control","    7.140065","4.904867e+01"
"case","    0.000000","1.330838e+02"
"case","    0.000000","1.350420e+02"
"case","    1.080163","9.459336e+01"
"case","4.904603e+00","9.377300e+01"
"case","    3.617565","9.352150e+01"
