# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:20
# SEK
#----------------------------

"status","K-42","ENST00000400777.7"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","3.786563e+01"
"case","5.174287e+00","3.395364e+01"
"control","4.951549e+00","3.430182e+01"
"case","4.797215e+00","4.047212e+01"
"control","0.000000e+00","2.568733e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","2.634364e+01"
"case","7.542741e-01","8.637202e+00"
"case","6.503319e-01","1.188441e+01"
"case","    0.000000","1.056965e+01"
"control","    1.347212","2.877310e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.203748e+01"
"case","    3.847082","1.763347e+01"
"control","    0.000000","2.213650e+01"
"case","0.000000e+00","1.371491e+01"
"case","0.000000e+00","1.949815e+01"
"control","    1.09708","3.384627e+01"
"case","    0.000000","1.971166e+01"
"control","    9.405865","1.692763e+01"
"case","    0.000000","2.100833e+01"
"case","9.230309e-01","1.105556e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.406868e+01"
"case","    6.587451","1.640906e+01"
"control","    4.031072","5.007691e+00"
"case","    0.000000","1.612631e+01"
"case","9.669471e-01","1.579804e+01"
"case","    0.000000","     15.7248"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.446302e+01"
"control","    1.181335","3.383303e+01"
"control","    0.000000","9.146623e-01"
"control","    0.000000","6.195865e+01"
"case","    0.000000","1.236174e+01"
"control","    0.000000","1.542044e+01"
"control","    3.140573","1.049214e+01"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","2.133152e+01"
"control","    0.000000","1.993400e+01"
"case","    1.380711","2.349406e+01"
"case","    0.000000","1.762998e+01"
"case","    0.000000","1.978939e+01"
"control","3.351250e+00","2.477258e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.946112e+01"
"control","2.258711e+00","2.285195e+01"
"case","    1.083699","1.967843e+01"
"case","0.000000e+00","1.858442e+01"
"control","    6.591236","1.927385e+01"
"case","    0.000000","1.816192e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","1.312094e+01"
"case","    1.106258","1.560787e+01"
"case","    1.080163","2.102075e+01"
"case","9.809206e-01","2.604806e+01"
"case","    0.000000","1.300299e+01"
