# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:21
# SEK
#----------------------------

"status","K-42","ENST00000346473.7"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.893282e+01"
"case","5.174287e+00","1.131788e+01"
"control","4.951549e+00","8.028086e+00"
"case","4.797215e+00","1.349071e+01"
"control","0.000000e+00","1.284366e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","8.352860e+00"
"case","7.542741e-01","1.195920e+01"
"case","6.503319e-01","6.880446e+00"
"case","    0.000000","1.345228e+01"
"control","    1.347212","1.233133e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.215861e+01"
"case","    3.847082","4.640387e+00"
"control","    0.000000","1.568002e+01"
"case","0.000000e+00","8.662047e+00"
"case","0.000000e+00","8.999146e+00"
"control","    1.09708","6.604151e+00"
"case","    0.000000","1.149847e+01"
"control","    9.405865","5.386065e+00"
"case","    0.000000","3.653622e+00"
"case","9.230309e-01","8.107414e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","4.542491e+00"
"case","    6.587451","1.899997e+01"
"control","    4.031072","8.012306e+00"
"case","    0.000000","9.215037e+00"
"case","9.669471e-01","1.507994e+01"
"case","    0.000000","     14.6016"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","7.954663e+00"
"control","    1.181335","1.047213e+01"
"control","    0.000000","7.317299e+00"
"control","    0.000000","1.296809e+01"
"case","    0.000000","7.946830e+00"
"control","    0.000000","9.070846e-01"
"control","    3.140573","1.189109e+01"
"control","9.905626e-01","1.987764e+00"
"case","    0.000000","1.279891e+01"
"control","    0.000000","9.492379e+00"
"case","    1.380711","1.033739e+01"
"case","    0.000000","3.525997e+00"
"case","    0.000000","1.902826e+01"
"control","3.351250e+00","1.715025e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.347309e+01"
"control","2.258711e+00","1.406274e+01"
"case","    1.083699","1.475883e+01"
"case","0.000000e+00","1.281684e+01"
"control","    6.591236","1.508388e+01"
"case","    0.000000","1.816192e+00"
"control","   31.620288","0.000000e+00"
"case","    0.000000","1.499536e+01"
"case","    1.106258","1.560787e+01"
"case","    1.080163","1.276260e+01"
"case","9.809206e-01","8.186532e+00"
"case","    0.000000","8.001839e+00"
