# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:24
# SEK
#----------------------------

"status","2593","ENST00000463496.1"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","9.195734e+00","0.000000e+00"
"case","7.995359e-01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","3.032521e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","1.300664e+00","0.000000e+00"
"case","    0.000000","9.608772e-01"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","7.599131e-01"
"case","    0.000000","2.784232e+00"
"control","    0.000000","1.844708e+00"
"case","0.000000e+00","7.218373e-01"
"case","9.250488e-01","1.499858e+00"
"control","    0.00000","1.651038e+00"
"case","    0.000000","2.463958e+00"
"control","    1.045096","2.308314e+00"
"case","    0.000000","3.653622e+00"
"case","0.000000e+00","1.474075e+00"
"control","1.049204e+01","0.000000e+00"
"control","0.000000e+00","3.785409e+00"
"case","    0.000000","5.181809e+00"
"control","    1.343691","4.006153e+00"
"case","    0.000000","6.911278e+00"
"case","9.669471e-01","2.154278e+00"
"case","    6.718677","      5.6160"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","1.446302e+00"
"control","    0.000000","9.666579e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","1.765962e+00"
"control","    2.040862","1.814169e+00"
"control","    0.000000","3.497380e+00"
"control","0.000000e+00","0.000000e+00"
"case","    0.000000","3.413043e+00"
"control","    0.000000","1.898476e+00"
"case","    0.000000","1.879525e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","7.611304e-01"
"control","5.026875e+00","0.000000e+00"
"case","7.697282e-01","0.000000e+00"
"case","    0.000000","1.497009e+00"
"control","2.258711e+00","5.859475e-01"
"case","    0.000000","8.199348e-01"
"case","0.000000e+00","6.408419e-01"
"control","    0.000000","8.379933e-01"
"case","    0.000000","0.000000e+00"
"control","    2.040019","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","1.357206e+00"
"case","    0.000000","1.501482e+00"
"case","0.000000e+00","2.976921e+00"
"case","    0.000000","5.001150e-01"
