# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","3184","ENST00000642825.1"
"case","1.713558e+01","4.611288e+02"
"control","    3.212888","5.447487e+02"
"case","1.121096e+01","7.892334e+02"
"control","2.122093e+00","6.612223e+02"
"case","1.599072e+00","6.655416e+02"
"control","0.000000e+00","7.015087e+02"
"case","2.856862e+00","1.188179e+03"
"control","0.000000e+00","6.894322e+02"
"case","7.542741e-01","7.042641e+02"
"case","1.300664e+00","5.441808e+02"
"case","    0.000000","3.545637e+02"
"control","    0.000000","3.236974e+02"
"case","   94.368152","1.331776e+03"
"control","    0.000000","6.428865e+02"
"case","    3.847082","6.663596e+02"
"control","    1.415779","5.478784e+02"
"case","1.817646e+00","4.670287e+02"
"case","1.110059e+01","4.274594e+02"
"control","    0.00000","4.523843e+02"
"case","    2.098674","4.196942e+02"
"control","    0.000000","7.486631e+02"
"case","    0.000000","5.745321e+02"
"case","1.846062e+00","4.916041e+02"
"control","0.000000e+00","1.323438e+02"
"control","4.744685e+00","4.451641e+02"
"case","    0.000000","4.059084e+02"
"control","    2.687381","4.196445e+02"
"case","    6.717306","2.418947e+02"
"case","0.000000e+00","4.136213e+02"
"case","    3.359339","    213.4080"
"case","1.394901e+01","1.757916e+03"
"case","9.500108e-01","3.500052e+02"
"control","    0.000000","2.086370e+02"
"control","    0.000000","3.521450e+02"
"control","    0.000000","5.014328e+02"
"case","    2.349239","4.211820e+02"
"control","    4.081724","5.143170e+02"
"control","    0.000000","6.435179e+02"
"control","6.636769e+01","5.357024e+02"
"case","    2.183691","3.344782e+02"
"control","    2.623048","5.780859e+02"
"case","    1.380711","3.909412e+02"
"case","    0.000000","3.790447e+02"
"case","    0.000000","3.661037e+02"
"control","0.000000e+00","4.090651e+02"
"case","1.955110e+02","1.016159e+03"
"case","    0.000000","4.303902e+02"
"control","0.000000e+00","4.546953e+02"
"case","    0.000000","4.157069e+02"
"case","8.339664e-01","3.383645e+02"
"control","    0.000000","3.402253e+02"
"case","    8.446444","2.905907e+02"
"control","    1.020009","9.363838e+02"
"case","    0.000000","2.642933e+02"
"case","    0.000000","5.768127e+02"
"case","    0.000000","4.541983e+02"
"case","9.809206e-01","5.135188e+02"
"case","    2.170539","4.601058e+02"
