# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","3184","ENST00000520212.6"
"case","1.713558e+01","1.698896e+02"
"control","    3.212888","4.044738e+01"
"case","1.121096e+01","9.808828e+01"
"control","2.122093e+00","8.611946e+01"
"case","1.599072e+00","1.178188e+02"
"control","0.000000e+00","4.648183e+01"
"case","2.856862e+00","3.557423e+01"
"control","0.000000e+00","9.830674e+01"
"case","7.542741e-01","9.368042e+01"
"case","1.300664e+00","1.050832e+02"
"case","    0.000000","1.028139e+02"
"control","    0.000000","8.323646e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","5.167409e+01"
"case","    3.847082","7.146196e+01"
"control","    1.415779","5.534125e+01"
"case","1.817646e+00","8.156761e+01"
"case","1.110059e+01","5.099516e+01"
"control","    0.00000","9.328363e+01"
"case","    2.098674","6.242027e+01"
"control","    0.000000","5.693841e+01"
"case","    0.000000","7.581266e+01"
"case","1.846062e+00","8.475933e+01"
"control","0.000000e+00","1.667531e+03"
"control","4.744685e+00","6.435195e+01"
"case","    0.000000","9.413620e+01"
"control","    2.687381","7.010768e+01"
"case","    6.717306","7.487217e+01"
"case","0.000000e+00","5.960169e+01"
"case","    3.359339","     85.3632"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","8.026979e+01"
"control","    0.000000","8.055482e+01"
"control","    0.000000","7.317299e+00"
"control","    0.000000","5.763595e+00"
"case","    2.349239","8.211724e+01"
"control","    4.081724","7.438094e+01"
"control","    0.000000","1.091183e+02"
"control","6.636769e+01","1.152903e+02"
"case","    2.183691","4.778260e+01"
"control","    2.623048","9.112684e+01"
"case","    1.380711","8.645814e+01"
"case","    0.000000","3.261547e+01"
"case","    0.000000","7.306852e+01"
"control","0.000000e+00","7.812890e+01"
"case","1.955110e+02","2.209040e+02"
"case","    0.000000","5.538935e+01"
"control","0.000000e+00","8.379050e+01"
"case","    0.000000","4.345654e+01"
"case","8.339664e-01","5.062651e+01"
"control","    0.000000","6.787746e+01"
"case","    8.446444","8.990151e+01"
"control","    1.020009","1.694409e+02"
"case","    0.000000","6.279308e+01"
"case","    0.000000","9.636165e+01"
"case","    0.000000","4.729668e+01"
"case","9.809206e-01","5.358457e+01"
"case","    2.170539","6.201426e+01"
