# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:11
# SEK
#----------------------------

"status","3184","ENST00000639953.1"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","1.901887e+02"
"case","1.121096e+01","1.222331e+02"
"control","2.122093e+00","1.897548e+02"
"case","1.599072e+00","1.852724e+02"
"control","0.000000e+00","2.366904e+02"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","2.325950e+02"
"case","7.542741e-01","2.052996e+02"
"case","1.300664e+00","2.633334e+02"
"case","    0.000000","2.805761e+02"
"control","    0.000000","1.746938e+02"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.421038e+02"
"case","    3.847082","2.394440e+02"
"control","    1.415779","1.872379e+02"
"case","1.817646e+00","1.696318e+02"
"case","1.110059e+01","1.274879e+02"
"control","    0.00000","2.385749e+02"
"case","    2.098674","2.874618e+02"
"control","    0.000000","2.092871e+02"
"case","    0.000000","1.954688e+02"
"case","1.846062e+00","2.719669e+02"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.211331e+02"
"case","    0.000000","2.634086e+02"
"control","    2.687381","1.602461e+02"
"case","    6.717306","1.140361e+02"
"case","0.000000e+00","2.419972e+02"
"case","    3.359339","    199.9296"
"case","1.394901e+01","3.835454e+01"
"case","9.500108e-01","1.554775e+02"
"control","    0.000000","1.723873e+02"
"control","    0.000000","1.957377e+02"
"control","    0.000000","6.051775e+01"
"case","    2.349239","1.765962e+02"
"control","    4.081724","1.868594e+02"
"control","    0.000000","1.986512e+02"
"control","6.636769e+01","6.649070e+02"
"case","    2.183691","1.467608e+02"
"control","    2.623048","1.926953e+02"
"case","    1.380711","1.804344e+02"
"case","    0.000000","1.498549e+02"
"case","    0.000000","1.849547e+02"
"control","0.000000e+00","1.225925e+02"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.758986e+02"
"control","0.000000e+00","2.390666e+02"
"case","    0.000000","1.451285e+02"
"case","8.339664e-01","1.730273e+02"
"control","    0.000000","2.094983e+02"
"case","    8.446444","2.724288e+02"
"control","    1.020009","1.337691e+01"
"case","    0.000000","1.462048e+02"
"case","    0.000000","2.056168e+02"
"case","    0.000000","1.478960e+02"
"case","9.809206e-01","2.009422e+02"
"case","    2.170539","1.825420e+02"
