# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","4017","ENST00000422579.1"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","5.163495e+00"
"case","8.623812e+00","7.545253e-01"
"control","1.556201e+01","1.459652e+00"
"case","1.918886e+01","1.259133e+01"
"control","0.000000e+00","4.892825e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","7.710332e+00"
"case","1.508548e+00","7.972802e+00"
"case","0.000000e+00","7.505942e+00"
"case","    0.000000","1.633491e+01"
"control","    0.000000","1.233133e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","1.823791e+01"
"case","    0.000000","2.227386e+01"
"control","   11.326228","1.844708e+01"
"case","2.726470e+00","2.237696e+01"
"case","9.250488e-01","1.499858e+01"
"control","    0.00000","1.073174e+01"
"case","    0.000000","2.217562e+01"
"control","   13.586250","2.154426e+01"
"case","    0.000000","2.648876e+01"
"case","0.000000e+00","2.137409e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","3.633993e+01"
"case","    0.000000","2.245451e+01"
"control","   10.749525","2.203384e+01"
"case","    1.679327","2.649323e+01"
"case","4.834736e+00","2.154278e+01"
"case","    0.000000","     33.6960"
"case","0.000000e+00","3.196212e+00"
"case","1.900022e+00","2.097139e+01"
"control","    1.181335","3.383303e+01"
"control","    0.000000","5.487974e+00"
"control","    1.927097","1.440899e+02"
"case","    0.000000","1.412770e+01"
"control","    1.020431","3.356213e+01"
"control","    0.000000","1.888585e+01"
"control","1.981125e+00","2.882258e+01"
"case","    1.091845","1.962499e+01"
"control","    0.000000","3.037561e+01"
"case","    0.000000","1.503620e+01"
"case","    0.000000","2.644498e+01"
"case","    8.700326","2.359504e+01"
"control","6.702500e+00","1.905583e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.646710e+01"
"control","7.529037e-01","1.933627e+01"
"case","    0.000000","1.639870e+01"
"case","3.335866e+00","9.612629e+00"
"control","    9.227730","1.089391e+01"
"case","    0.000000","2.724288e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","2.061862e+01"
"case","    0.000000","1.357206e+01"
"case","    1.080163","1.201186e+01"
"case","4.904603e+00","1.265191e+01"
"case","    3.617565","1.750402e+01"
