# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:18
# SEK
#----------------------------

"status","UID-142","ENST00000347470.8"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","6.540427e+01"
"case","2.069715e+01","8.375230e+01"
"control","2.122093e+00","7.152295e+01"
"case","8.794895e+00","1.052275e+02"
"control","0.000000e+00","1.131466e+02"
"case","4.326106e+01","1.849860e+02"
"control","7.581303e+00","1.085872e+02"
"case","7.542741e-01","1.016532e+02"
"case","9.104646e+00","1.094616e+02"
"case","    8.529401","1.287575e+02"
"control","    0.000000","9.248496e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","9.346931e+01"
"case","   10.258884","9.652005e+01"
"control","    9.910450","1.033037e+02"
"case","3.635293e+00","9.311701e+01"
"case","1.665088e+01","9.299117e+01"
"control","    2.19416","8.502844e+01"
"case","    7.345359","9.527304e+01"
"control","    3.135288","7.309660e+01"
"case","    7.922413","7.946628e+01"
"case","5.538186e+00","8.549637e+01"
"control","0.000000e+00","1.058750e+02"
"control","3.795748e+00","9.084981e+01"
"case","    1.317490","1.070907e+02"
"control","    2.687381","8.212614e+01"
"case","    6.717306","8.063157e+01"
"case","1.257031e+01","8.186256e+01"
"case","    0.000000","    116.8128"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","9.328651e+01"
"control","    0.000000","9.586024e+01"
"control","    1.024218","5.670906e+01"
"control","    3.854194","2.737708e+01"
"case","    0.000000","6.004272e+01"
"control","    8.163448","8.708012e+01"
"control","    4.710860","1.217088e+02"
"control","9.905626e-01","1.769110e+02"
"case","    7.642918","6.996737e+01"
"control","    5.246095","7.309132e+01"
"case","    8.284268","9.867506e+01"
"case","    3.707606","4.319346e+01"
"case","    4.971615","9.818582e+01"
"control","8.378125e-01","9.400876e+01"
"case","7.697282e-01","2.061771e+02"
"case","   18.365336","7.260496e+01"
"control","1.505807e+00","1.072284e+02"
"case","    1.083699","7.625393e+01"
"case","5.837765e+00","5.895746e+01"
"control","    6.591236","8.882729e+01"
"case","    2.111611","9.535008e+01"
"control","    0.000000","2.987510e+02"
"case","    1.262759","7.310239e+01"
"case","    5.531291","1.173983e+02"
"case","    9.721465","7.882780e+01"
"case","3.923682e+00","7.739994e+01"
"case","    1.447026","7.051621e+01"
