# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:11
# SEK
#----------------------------

"status","4017","ENST00000465552.2"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","1.204816e+01"
"case","8.623812e+00","2.339028e+01"
"control","1.556201e+01","1.459652e+01"
"case","1.918886e+01","2.068575e+01"
"control","0.000000e+00","1.651328e+01"
"case","1.661061e+02","4.268908e+01"
"control","9.097564e+00","1.927583e+01"
"case","1.508548e+00","1.993200e+01"
"case","0.000000e+00","1.751386e+01"
"case","    0.000000","1.921754e+01"
"control","    0.000000","1.849699e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","2.051765e+01"
"case","    0.000000","1.113693e+01"
"control","   11.326228","1.660238e+01"
"case","2.726470e+00","2.021144e+01"
"case","9.250488e-01","1.199886e+01"
"control","    0.00000","1.651038e+01"
"case","    0.000000","2.053298e+01"
"control","   13.586250","1.384988e+01"
"case","    0.000000","2.100833e+01"
"case","0.000000e+00","1.842594e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.816996e+01"
"case","    0.000000","1.209089e+01"
"control","   10.749525","1.502307e+01"
"case","    1.679327","8.063157e+00"
"case","4.834736e+00","2.082469e+01"
"case","    0.000000","      5.6160"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","1.446302e+01"
"control","    1.181335","3.222193e+00"
"control","    0.000000","5.487974e+00"
"control","    1.927097","0.000000e+00"
"case","    0.000000","9.712792e+00"
"control","    1.020431","2.358420e+01"
"control","    0.000000","1.678742e+01"
"control","1.981125e+00","2.385317e+01"
"case","    1.091845","1.535869e+01"
"control","    0.000000","1.898476e+01"
"case","    0.000000","8.457862e+00"
"case","    0.000000","1.762998e+01"
"case","    8.700326","1.370035e+01"
"control","6.702500e+00","1.460947e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.497009e+01"
"control","7.529037e-01","2.402385e+01"
"case","    0.000000","1.557876e+01"
"case","3.335866e+00","1.794357e+01"
"control","    9.227730","1.759786e+01"
"case","    0.000000","1.271334e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","1.686978e+01"
"case","    0.000000","1.696508e+01"
"case","    1.080163","1.051037e+01"
"case","4.904603e+00","1.934999e+01"
"case","    3.617565","1.550356e+01"
