# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:13
# SEK
#----------------------------

"status","3184","ENST00000465552.2"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","1.204816e+01"
"case","1.121096e+01","2.339028e+01"
"control","2.122093e+00","1.459652e+01"
"case","1.599072e+00","2.068575e+01"
"control","0.000000e+00","1.651328e+01"
"case","2.856862e+00","4.268908e+01"
"control","0.000000e+00","1.927583e+01"
"case","7.542741e-01","1.993200e+01"
"case","1.300664e+00","1.751386e+01"
"case","    0.000000","1.921754e+01"
"control","    0.000000","1.849699e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","2.051765e+01"
"case","    3.847082","1.113693e+01"
"control","    1.415779","1.660238e+01"
"case","1.817646e+00","2.021144e+01"
"case","1.110059e+01","1.199886e+01"
"control","    0.00000","1.651038e+01"
"case","    2.098674","2.053298e+01"
"control","    0.000000","1.384988e+01"
"case","    0.000000","2.100833e+01"
"case","1.846062e+00","1.842594e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.816996e+01"
"case","    0.000000","1.209089e+01"
"control","    2.687381","1.502307e+01"
"case","    6.717306","8.063157e+00"
"case","0.000000e+00","2.082469e+01"
"case","    3.359339","      5.6160"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","1.446302e+01"
"control","    0.000000","3.222193e+00"
"control","    0.000000","5.487974e+00"
"control","    0.000000","0.000000e+00"
"case","    2.349239","9.712792e+00"
"control","    4.081724","2.358420e+01"
"control","    0.000000","1.678742e+01"
"control","6.636769e+01","2.385317e+01"
"case","    2.183691","1.535869e+01"
"control","    2.623048","1.898476e+01"
"case","    1.380711","8.457862e+00"
"case","    0.000000","1.762998e+01"
"case","    0.000000","1.370035e+01"
"control","0.000000e+00","1.460947e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.497009e+01"
"control","0.000000e+00","2.402385e+01"
"case","    0.000000","1.557876e+01"
"case","8.339664e-01","1.794357e+01"
"control","    0.000000","1.759786e+01"
"case","    8.446444","1.271334e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","1.686978e+01"
"case","    0.000000","1.696508e+01"
"case","    0.000000","1.051037e+01"
"case","9.809206e-01","1.934999e+01"
"case","    2.170539","1.550356e+01"
