# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:21
# SEK
#----------------------------

"status","K-42","ENST00000546424.5"
"case","1.195207e+02","4.853988e+00"
"control","    7.496739","6.024078e+00"
"case","5.174287e+00","1.207240e+01"
"control","4.951549e+00","2.189478e+01"
"case","4.797215e+00","1.798761e+00"
"control","0.000000e+00","4.892825e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.092297e+01"
"case","7.542741e-01","1.461680e+01"
"case","6.503319e-01","2.251782e+01"
"case","    0.000000","3.170895e+01"
"control","    1.347212","2.671788e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.975774e+01"
"case","    3.847082","1.577732e+01"
"control","    0.000000","2.121415e+01"
"case","0.000000e+00","2.887349e+01"
"case","0.000000e+00","2.699744e+01"
"control","    1.09708","1.403382e+01"
"case","    0.000000","1.971166e+01"
"control","    9.405865","2.077482e+01"
"case","    0.000000","3.288260e+01"
"case","9.230309e-01","2.358520e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.195537e+01"
"case","    6.587451","3.022722e+01"
"control","    4.031072","1.502307e+01"
"case","    0.000000","4.492330e+01"
"case","9.669471e-01","2.226087e+01"
"case","    0.000000","     43.8048"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","2.097139e+01"
"control","    1.181335","1.933316e+01"
"control","    0.000000","7.317299e+00"
"control","    0.000000","1.455308e+02"
"case","    0.000000","5.386185e+01"
"control","    0.000000","2.539837e+01"
"control","    3.140573","2.168376e+01"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","2.645108e+01"
"control","    0.000000","3.322333e+01"
"case","    1.380711","3.759050e+01"
"case","    0.000000","4.319346e+01"
"case","    0.000000","3.805652e+01"
"control","3.351250e+00","2.604297e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.470066e+01"
"control","2.258711e+00","3.222711e+01"
"case","    1.083699","2.213824e+01"
"case","0.000000e+00","1.858442e+01"
"control","    6.591236","2.346381e+01"
"case","    0.000000","3.995623e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.905352e+01"
"case","    1.106258","2.375111e+01"
"case","    1.080163","3.528483e+01"
"case","9.809206e-01","2.828075e+01"
"case","    0.000000","1.450333e+01"
