# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","K-42","ENST00000347470.8"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","6.540427e+01"
"case","5.174287e+00","8.375230e+01"
"control","4.951549e+00","7.152295e+01"
"case","4.797215e+00","1.052275e+02"
"control","0.000000e+00","1.131466e+02"
"case","8.162464e-01","1.849860e+02"
"control","6.823173e+00","1.085872e+02"
"case","7.542741e-01","1.016532e+02"
"case","6.503319e-01","1.094616e+02"
"case","    0.000000","1.287575e+02"
"control","    1.347212","9.248496e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","9.346931e+01"
"case","    3.847082","9.652005e+01"
"control","    0.000000","1.033037e+02"
"case","0.000000e+00","9.311701e+01"
"case","0.000000e+00","9.299117e+01"
"control","    1.09708","8.502844e+01"
"case","    0.000000","9.527304e+01"
"control","    9.405865","7.309660e+01"
"case","    0.000000","7.946628e+01"
"case","9.230309e-01","8.549637e+01"
"control","2.645818e+01","1.058750e+02"
"control","1.897874e+00","9.084981e+01"
"case","    6.587451","1.070907e+02"
"control","    4.031072","8.212614e+01"
"case","    0.000000","8.063157e+01"
"case","9.669471e-01","8.186256e+01"
"case","    0.000000","    116.8128"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","9.328651e+01"
"control","    1.181335","9.586024e+01"
"control","    0.000000","5.670906e+01"
"control","    0.000000","2.737708e+01"
"case","    0.000000","6.004272e+01"
"control","    0.000000","8.708012e+01"
"control","    3.140573","1.217088e+02"
"control","9.905626e-01","1.769110e+02"
"case","    0.000000","6.996737e+01"
"control","    0.000000","7.309132e+01"
"case","    1.380711","9.867506e+01"
"case","    0.000000","4.319346e+01"
"case","    0.000000","9.818582e+01"
"control","3.351250e+00","9.400876e+01"
"case","7.697282e-01","2.061771e+02"
"case","    9.722825","7.260496e+01"
"control","2.258711e+00","1.072284e+02"
"case","    1.083699","7.625393e+01"
"case","0.000000e+00","5.895746e+01"
"control","    6.591236","8.882729e+01"
"case","    0.000000","9.535008e+01"
"control","   31.620288","2.987510e+02"
"case","    0.000000","7.310239e+01"
"case","    1.106258","1.173983e+02"
"case","    1.080163","7.882780e+01"
"case","9.809206e-01","7.739994e+01"
"case","    0.000000","7.051621e+01"
