# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:13
# SEK
#----------------------------

"status","UID-142","ENST00000539068.5"
"case","4.283895e-01","6.407264e+02"
"control","    1.070963","5.991375e+03"
"case","2.069715e+01","1.076179e+04"
"control","2.122093e+00","4.601553e+03"
"case","8.794895e+00","4.729842e+03"
"control","0.000000e+00","5.825519e+03"
"case","4.326106e+01","5.229412e+03"
"control","7.581303e+00","3.965681e+03"
"case","7.542741e-01","2.772542e+03"
"case","9.104646e+00","1.311038e+03"
"case","    8.529401","7.773496e+02"
"control","    0.000000","1.303010e+03"
"case","    0.000000","4.113104e+03"
"control","    0.000000","1.088196e+03"
"case","   10.258884","1.009748e+03"
"control","    9.910450","1.024736e+03"
"case","3.635293e+00","1.001188e+03"
"case","1.665088e+01","1.256881e+03"
"control","    2.19416","9.559508e+02"
"case","    7.345359","1.169559e+03"
"control","    3.135288","2.197515e+03"
"case","    7.922413","6.567385e+02"
"case","5.538186e+00","1.053964e+03"
"control","0.000000e+00","4.764376e+02"
"control","3.795748e+00","1.178019e+03"
"case","    1.317490","1.513088e+03"
"control","    2.687381","1.040598e+03"
"case","    6.717306","7.544811e+02"
"case","1.257031e+01","9.615260e+02"
"case","    0.000000","    800.8416"
"case","1.743626e+00","2.004025e+03"
"case","8.550097e+00","9.444355e+02"
"control","    0.000000","1.044796e+03"
"control","    1.024218","1.201866e+03"
"control","    3.854194","1.613807e+03"
"case","    0.000000","8.768002e+02"
"control","    8.163448","1.099387e+03"
"control","    4.710860","2.558683e+03"
"control","9.905626e-01","2.757029e+03"
"case","    7.642918","8.541139e+02"
"control","    5.246095","9.919536e+02"
"case","    8.284268","1.128655e+03"
"case","    3.707606","1.194431e+03"
"case","    4.971615","1.284788e+03"
"control","8.378125e-01","3.672058e+03"
"case","7.697282e-01","1.752505e+03"
"case","   18.365336","8.555409e+02"
"control","1.505807e+00","7.828259e+02"
"case","    1.083699","1.331574e+03"
"case","5.837765e+00","9.343475e+02"
"control","    6.591236","7.751438e+02"
"case","    2.111611","9.535008e+02"
"control","    0.000000","2.809151e+03"
"case","    1.262759","1.171513e+03"
"case","    5.531291","8.998278e+02"
"case","    9.721465","1.906882e+03"
"case","3.923682e+00","7.918609e+02"
"case","    1.447026","1.477840e+03"
