# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:23
# SEK
#----------------------------

"status","3184","ENST00000461171.1"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","8.605825e-01"
"case","1.121096e+01","1.056335e+01"
"control","2.122093e+00","8.028086e+00"
"case","1.599072e+00","5.396283e+00"
"control","0.000000e+00","9.785649e+00"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","7.067805e+00"
"case","7.542741e-01","9.966002e+00"
"case","1.300664e+00","1.188441e+01"
"case","    0.000000","3.651333e+01"
"control","    0.000000","9.248496e+00"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.063878e+01"
"case","    3.847082","2.691425e+01"
"control","    1.415779","7.378834e+00"
"case","1.817646e+00","1.876777e+01"
"case","1.110059e+01","1.499858e+00"
"control","    0.00000","6.604151e+00"
"case","    2.098674","5.749235e+00"
"control","    0.000000","1.000269e+01"
"case","    0.000000","1.552789e+01"
"case","1.846062e+00","1.990002e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","7.570818e+00"
"case","    0.000000","1.122725e+01"
"control","    2.687381","1.302000e+01"
"case","    6.717306","1.151880e+01"
"case","0.000000e+00","6.462833e+00"
"case","    3.359339","      7.8624"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","2.169454e+01"
"control","    0.000000","4.027741e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    2.349239","1.059577e+01"
"control","    4.081724","2.449128e+01"
"control","    0.000000","2.308271e+01"
"control","6.636769e+01","0.000000e+00"
"case","    2.183691","1.621195e+01"
"control","    2.623048","2.278171e+01"
"case","    1.380711","1.033739e+01"
"case","    0.000000","2.644498e+00"
"case","    0.000000","2.207278e+01"
"control","0.000000e+00","5.081555e+00"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.646710e+01"
"control","0.000000e+00","1.992222e+01"
"case","    0.000000","9.839217e+00"
"case","8.339664e-01","1.025347e+01"
"control","    0.000000","1.340789e+01"
"case","    8.446444","1.452954e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","9.372102e+00"
"case","    0.000000","1.085765e+01"
"case","    0.000000","1.276260e+01"
"case","9.809206e-01","1.116345e+01"
"case","    2.170539","3.500805e+00"
