# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","K-42","ENST00000003084.10"
"case","1.195207e+02","3.009472e+02"
"control","    7.496739","0.000000e+00"
"case","5.174287e+00","7.545253e-01"
"control","4.951549e+00","0.000000e+00"
"case","4.797215e+00","1.798761e+00"
"control","0.000000e+00","0.000000e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","0.000000e+00"
"case","7.542741e-01","0.000000e+00"
"case","6.503319e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    1.347212","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","7.599131e-01"
"case","    3.847082","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","    1.09708","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    9.405865","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","9.230309e-01","0.000000e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","0.000000e+00"
"case","    6.587451","0.000000e+00"
"control","    4.031072","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","9.669471e-01","0.000000e+00"
"case","    0.000000","      0.0000"
"case","3.182118e+02","6.392423e+01"
"case","1.900022e+00","7.231512e-01"
"control","    1.181335","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","    3.140573","0.000000e+00"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    1.380711","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","3.351250e+00","0.000000e+00"
"case","7.697282e-01","1.914502e+02"
"case","    9.722825","0.000000e+00"
"control","2.258711e+00","0.000000e+00"
"case","    1.083699","0.000000e+00"
"case","0.000000e+00","6.408419e-01"
"control","    6.591236","1.675987e+00"
"case","    0.000000","0.000000e+00"
"control","   31.620288","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    1.106258","0.000000e+00"
"case","    1.080163","0.000000e+00"
"case","9.809206e-01","7.442302e-01"
"case","    0.000000","0.000000e+00"
