# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:21
# SEK
#----------------------------

"status","K-42","ENST00000229795.7"
"case","1.195207e+02","1.067877e+03"
"control","    7.496739","2.047326e+03"
"case","5.174287e+00","1.248739e+03"
"control","4.951549e+00","5.678046e+02"
"case","4.797215e+00","8.804935e+02"
"control","0.000000e+00","7.541066e+02"
"case","8.162464e-01","2.134454e+01"
"control","6.823173e+00","5.795600e+02"
"case","7.542741e-01","7.235317e+02"
"case","6.503319e-01","6.617738e+02"
"case","    0.000000","3.103633e+02"
"control","    1.347212","5.302471e+02"
"case","    0.000000","1.531089e+03"
"control","    0.000000","6.717632e+02"
"case","    3.847082","3.600940e+02"
"control","    0.000000","5.571019e+02"
"case","0.000000e+00","4.980677e+02"
"case","0.000000e+00","5.152011e+02"
"control","    1.09708","3.954235e+02"
"case","    0.000000","3.244211e+02"
"control","    9.405865","4.301158e+02"
"case","    0.000000","4.439151e+02"
"case","9.230309e-01","4.024225e+02"
"control","2.645818e+01","2.580703e+03"
"control","1.897874e+00","4.126096e+02"
"case","    6.587451","3.540903e+02"
"control","    4.031072","4.176415e+02"
"case","    0.000000","4.918526e+02"
"case","9.669471e-01","7.389173e+02"
"case","    0.000000","    316.7424"
"case","3.182118e+02","1.054750e+03"
"case","1.900022e+00","5.546570e+02"
"control","    1.181335","3.157749e+02"
"control","    0.000000","3.750116e+02"
"control","    0.000000","3.112342e+02"
"case","    0.000000","5.015333e+02"
"control","    0.000000","4.290510e+02"
"control","    3.140573","4.154887e+02"
"control","9.905626e-01","4.929654e+02"
"case","    0.000000","4.232173e+02"
"control","    0.000000","4.641773e+02"
"case","    1.380711","4.755198e+02"
"case","    0.000000","5.509370e+02"
"case","    0.000000","6.195601e+02"
"control","3.351250e+00","1.838252e+03"
"case","7.697282e-01","7.363468e+01"
"case","    9.722825","5.381749e+02"
"control","2.258711e+00","4.359450e+02"
"case","    1.083699","5.419769e+02"
"case","0.000000e+00","8.042566e+02"
"control","    6.591236","5.589416e+02"
"case","    0.000000","3.559736e+02"
"control","   31.620288","1.917357e+02"
"case","    0.000000","5.885680e+02"
"case","    1.106258","5.408467e+02"
"case","    1.080163","4.286731e+02"
"case","9.809206e-01","5.075650e+02"
"case","    0.000000","6.201426e+02"
