# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:22
# SEK
#----------------------------

"status","K-42","ENST00000508385.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","0.000000e+00"
"case","5.174287e+00","1.509051e+00"
"control","4.951549e+00","0.000000e+00"
"case","4.797215e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","0.000000e+00"
"case","7.542741e-01","0.000000e+00"
"case","6.503319e-01","0.000000e+00"
"case","    0.000000","9.608772e-01"
"control","    1.347212","1.541416e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.215861e+01"
"case","    3.847082","6.496542e+00"
"control","    0.000000","1.106825e+01"
"case","0.000000e+00","5.052861e+00"
"case","0.000000e+00","8.249217e+00"
"control","    1.09708","6.604151e+00"
"case","    0.000000","4.927916e+00"
"control","    9.405865","6.924941e+00"
"case","    0.000000","5.480433e+00"
"case","9.230309e-01","5.159263e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.438455e+01"
"case","    6.587451","1.209089e+01"
"control","    4.031072","8.012306e+00"
"case","    0.000000","1.843007e+01"
"case","9.669471e-01","1.507994e+01"
"case","    0.000000","     17.9712"
"case","3.182118e+02","2.556969e+01"
"case","1.900022e+00","1.518618e+01"
"control","    1.181335","1.127768e+01"
"control","    0.000000","7.317299e+00"
"control","    0.000000","2.161348e+01"
"case","    0.000000","8.829811e+00"
"control","    0.000000","8.163761e+00"
"control","    3.140573","1.119162e+01"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","1.279891e+01"
"control","    0.000000","5.695427e+00"
"case","    1.380711","6.578337e+00"
"case","    0.000000","2.732648e+01"
"case","    0.000000","6.850173e+00"
"control","3.351250e+00","1.270389e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","4.491028e+00"
"control","2.258711e+00","2.929738e+00"
"case","    1.083699","4.919609e+00"
"case","0.000000e+00","3.204210e+00"
"control","    6.591236","5.027960e+00"
"case","    0.000000","9.080960e-01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","1.124652e+01"
"case","    1.106258","3.393016e+00"
"case","    1.080163","2.252223e+00"
"case","9.809206e-01","2.976921e+00"
"case","    0.000000","4.501035e+00"
