# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","4017","ENST00000650358.1"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","8.605825e+00"
"case","8.623812e+00","1.659956e+01"
"control","1.556201e+01","2.116495e+01"
"case","1.918886e+01","2.698142e+00"
"control","0.000000e+00","1.162046e+01"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","7.067805e+00"
"case","1.508548e+00","2.258960e+01"
"case","0.000000e+00","3.064926e+01"
"case","    0.000000","4.516123e+01"
"control","    0.000000","6.165664e+01"
"case","   21.602348","4.529850e+00"
"control","    3.131746","2.583705e+01"
"case","    0.000000","2.784232e+01"
"control","   11.326228","2.490356e+01"
"case","2.726470e+00","2.670798e+01"
"case","9.250488e-01","1.874822e+01"
"control","    0.00000","3.549731e+01"
"case","    0.000000","4.435124e+01"
"control","   13.586250","1.615820e+01"
"case","    0.000000","3.653622e+01"
"case","0.000000e+00","2.579632e+01"
"control","7.116339e+01","2.646875e+01"
"control","5.693622e+00","3.633993e+01"
"case","    0.000000","4.922719e+01"
"control","   10.749525","1.302000e+01"
"case","    1.679327","3.686015e+01"
"case","4.834736e+00","1.651613e+01"
"case","    0.000000","     22.4640"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","4.555853e+01"
"control","    1.181335","3.947186e+01"
"control","    0.000000","7.317299e+00"
"control","    1.927097","7.204494e+01"
"case","    0.000000","4.061713e+01"
"control","    1.020431","3.174796e+01"
"control","    0.000000","2.797904e+00"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","2.133152e+01"
"control","    0.000000","2.657866e+01"
"case","    0.000000","3.665074e+01"
"case","    0.000000","1.586699e+01"
"case","    8.700326","3.729539e+01"
"control","6.702500e+00","8.702162e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.871262e+01"
"control","7.529037e-01","5.976665e+01"
"case","    0.000000","1.721863e+01"
"case","3.335866e+00","2.563368e+01"
"control","    9.227730","1.508388e+01"
"case","    0.000000","6.901530e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    0.000000","2.646552e+01"
"case","    1.080163","3.678631e+01"
"case","4.904603e+00","1.711729e+01"
"case","    3.617565","2.750632e+01"
