# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","UID-142","ENST00000523570.5"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","1.979340e+01"
"case","2.069715e+01","3.093554e+01"
"control","2.122093e+00","1.240704e+01"
"case","8.794895e+00","8.094425e+00"
"control","0.000000e+00","1.773649e+01"
"case","4.326106e+01","3.201681e+02"
"control","7.581303e+00","4.947463e+01"
"case","7.542741e-01","5.979601e+01"
"case","9.104646e+00","6.567699e+01"
"case","    8.529401","3.555245e+01"
"control","    0.000000","4.829770e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.431722e+01"
"case","   10.258884","6.218119e+01"
"control","    9.910450","6.272009e+01"
"case","3.635293e+00","5.197228e+01"
"case","1.665088e+01","5.774452e+01"
"control","    2.19416","6.356495e+01"
"case","    7.345359","8.377457e+01"
"control","    3.135288","3.770246e+01"
"case","    7.922413","6.576520e+01"
"case","5.538186e+00","7.296673e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","4.012533e+01"
"case","    1.317490","5.095446e+01"
"control","    2.687381","5.808922e+01"
"case","    6.717306","7.717593e+01"
"case","1.257031e+01","4.595793e+01"
"case","    0.000000","     49.4208"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","4.772798e+01"
"control","    0.000000","9.505469e+01"
"control","    1.024218","6.402636e+00"
"control","    3.854194","8.933573e+01"
"case","    0.000000","3.443626e+01"
"control","    8.163448","6.258884e+01"
"control","    4.710860","2.168376e+01"
"control","9.905626e-01","1.292047e+01"
"case","    7.642918","5.460868e+01"
"control","    5.246095","5.220808e+01"
"case","    8.284268","4.604836e+01"
"case","    3.707606","8.021643e+01"
"case","    4.971615","3.881765e+01"
"control","8.378125e-01","3.175972e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","4.491028e+01"
"control","1.505807e+00","5.449312e+01"
"case","    1.083699","3.197746e+01"
"case","5.837765e+00","3.204210e+01"
"control","    6.591236","3.938569e+01"
"case","    2.111611","7.991245e+01"
"control","    0.000000","0.000000e+00"
"case","    1.262759","5.998145e+01"
"case","    5.531291","4.885943e+01"
"case","    9.721465","4.129075e+01"
"case","3.923682e+00","5.730572e+01"
"case","    1.447026","4.601058e+01"
