# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:07
# SEK
#----------------------------

"status","4017","ENST00000397072.7"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","8.605825e-01"
"case","8.623812e+00","0.000000e+00"
"control","1.556201e+01","2.919304e+00"
"case","1.918886e+01","8.993805e-01"
"control","0.000000e+00","3.669618e+00"
"case","1.661061e+02","1.209524e+03"
"control","9.097564e+00","1.285055e+00"
"case","1.508548e+00","5.979601e+00"
"case","0.000000e+00","7.505942e+00"
"case","    0.000000","1.825667e+01"
"control","    0.000000","6.165664e+00"
"case","   21.602348","0.000000e+00"
"control","    3.131746","7.599131e+00"
"case","    0.000000","7.424619e+00"
"control","   11.326228","1.199060e+01"
"case","2.726470e+00","8.662047e+00"
"case","9.250488e-01","6.749359e+00"
"control","    0.00000","4.953113e+00"
"case","    0.000000","1.067715e+01"
"control","   13.586250","6.155503e+00"
"case","    0.000000","5.480433e+00"
"case","0.000000e+00","8.844452e+00"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","6.813736e+00"
"case","    0.000000","1.122725e+01"
"control","   10.749525","9.013845e+00"
"case","    1.679327","1.267068e+01"
"case","4.834736e+00","7.899018e+00"
"case","    0.000000","     12.3552"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","4.338907e+00"
"control","    1.181335","1.127768e+01"
"control","    0.000000","7.317299e+00"
"control","    1.927097","4.322697e+00"
"case","    0.000000","7.063849e+00"
"control","    1.020431","6.349592e+00"
"control","    0.000000","6.295284e+00"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","8.532606e+00"
"control","    0.000000","4.746189e+00"
"case","    0.000000","7.518100e+00"
"case","    0.000000","1.057799e+01"
"case","    8.700326","9.133565e+00"
"control","6.702500e+00","5.716749e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","5.239533e+00"
"control","7.529037e-01","1.757843e+00"
"case","    0.000000","8.199348e+00"
"case","3.335866e+00","3.204210e+00"
"control","    9.227730","5.865953e+00"
"case","    0.000000","1.362144e+01"
"control","    7.140065","1.783588e+01"
"case","    0.000000","8.434892e+00"
"case","    0.000000","9.500444e+00"
"case","    1.080163","6.005928e+00"
"case","4.904603e+00","5.209611e+00"
"case","    3.617565","4.501035e+00"
