# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:18
# SEK
#----------------------------

"status","K-42","ENST00000623876.2"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.753864e+01"
"case","5.174287e+00","1.886313e+01"
"control","4.951549e+00","1.605617e+01"
"case","4.797215e+00","2.248451e+01"
"control","0.000000e+00","2.201771e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.028044e+01"
"case","7.542741e-01","2.126080e+01"
"case","6.503319e-01","1.313540e+01"
"case","    0.000000","2.594368e+01"
"control","    1.347212","2.774549e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.963661e+01"
"case","    3.847082","9.280774e+00"
"control","    0.000000","2.582592e+01"
"case","0.000000e+00","1.660226e+01"
"case","0.000000e+00","2.099801e+01"
"control","    1.09708","1.568486e+01"
"case","    0.000000","2.217562e+01"
"control","    9.405865","1.000269e+01"
"case","    0.000000","1.826811e+01"
"case","9.230309e-01","2.137409e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.438455e+01"
"case","    6.587451","4.145447e+01"
"control","    4.031072","1.502307e+01"
"case","    0.000000","2.418947e+01"
"case","9.669471e-01","3.805891e+01"
"case","    0.000000","     33.6960"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","2.024823e+01"
"control","    1.181335","2.738864e+01"
"control","    0.000000","1.280527e+01"
"control","    0.000000","3.746337e+01"
"case","    0.000000","1.854260e+01"
"control","    0.000000","1.088502e+01"
"control","    3.140573","2.797904e+01"
"control","9.905626e-01","4.969410e+00"
"case","    0.000000","2.389130e+01"
"control","    0.000000","2.088323e+01"
"case","    1.380711","2.443382e+01"
"case","    0.000000","1.498549e+01"
"case","    0.000000","3.805652e+01"
"control","3.351250e+00","3.557088e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.320365e+01"
"control","2.258711e+00","2.812548e+01"
"case","    1.083699","2.951765e+01"
"case","0.000000e+00","2.947873e+01"
"control","    6.591236","2.597779e+01"
"case","    0.000000","9.080960e+00"
"control","   31.620288","0.000000e+00"
"case","    0.000000","4.311167e+01"
"case","    1.106258","2.917994e+01"
"case","    1.080163","3.002964e+01"
"case","9.809206e-01","2.083845e+01"
"case","    0.000000","2.400552e+01"
