# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","K-42","ENST00000491957.5"
"case","1.195207e+02","2.912393e+01"
"control","    7.496739","1.335624e+03"
"case","5.174287e+00","1.003519e+03"
"control","4.951549e+00","4.634395e+02"
"case","4.797215e+00","8.975818e+02"
"control","0.000000e+00","4.226177e+02"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","4.844659e+02"
"case","7.542741e-01","6.059329e+02"
"case","6.503319e-01","6.136107e+02"
"case","    0.000000","3.516810e+02"
"control","    1.347212","5.672411e+02"
"case","    0.000000","0.000000e+00"
"control","    0.000000","7.447149e+02"
"case","    3.847082","4.194910e+02"
"control","    0.000000","5.008383e+02"
"case","0.000000e+00","5.702514e+02"
"case","0.000000e+00","5.774452e+02"
"control","    1.09708","4.284443e+02"
"case","    0.000000","3.851988e+02"
"control","    9.405865","4.185742e+02"
"case","    0.000000","4.548759e+02"
"case","9.230309e-01","4.414855e+02"
"control","2.645818e+01","1.005813e+03"
"control","1.897874e+00","5.314714e+02"
"case","    6.587451","4.439083e+02"
"control","    4.031072","4.386738e+02"
"case","    0.000000","5.482947e+02"
"case","9.669471e-01","7.453801e+02"
"case","    0.000000","    381.8880"
"case","3.182118e+02","2.556969e+01"
"case","1.900022e+00","7.072419e+02"
"control","    1.181335","3.471913e+02"
"control","    0.000000","5.780666e+02"
"control","    0.000000","5.864458e+02"
"case","    0.000000","6.454592e+02"
"control","    0.000000","5.079674e+02"
"control","    3.140573","3.252563e+02"
"control","9.905626e-01","2.019568e+03"
"case","    0.000000","4.983042e+02"
"control","    0.000000","4.926545e+02"
"case","    1.380711","5.018331e+02"
"case","    0.000000","6.743469e+02"
"case","    0.000000","4.962570e+02"
"control","3.351250e+00","1.549239e+03"
"case","7.697282e-01","7.363468e+01"
"case","    9.722825","4.416178e+02"
"control","2.258711e+00","4.634845e+02"
"case","    1.083699","5.764142e+02"
"case","0.000000e+00","7.363274e+02"
"control","    6.591236","4.768182e+02"
"case","    0.000000","4.177242e+02"
"control","   31.620288","6.215805e+03"
"case","    0.000000","6.972844e+02"
"case","    1.106258","3.969829e+02"
"case","    1.080163","4.114061e+02"
"case","9.809206e-01","5.745457e+02"
"case","    0.000000","6.201426e+02"
