# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","UID-142","ENST00000503591.1"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","5.163495e+00"
"case","2.069715e+01","3.772626e+00"
"control","2.122093e+00","7.298260e-01"
"case","8.794895e+00","8.993805e-01"
"control","0.000000e+00","0.000000e+00"
"case","4.326106e+01","2.419048e+02"
"control","7.581303e+00","1.285055e+00"
"case","7.542741e-01","1.195920e+01"
"case","9.104646e+00","1.063342e+01"
"case","    8.529401","4.804386e+01"
"control","    0.000000","2.260743e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.139870e+01"
"case","   10.258884","2.969848e+01"
"control","    9.910450","2.029179e+01"
"case","3.635293e+00","2.021144e+01"
"case","1.665088e+01","2.624751e+01"
"control","    2.19416","2.559108e+01"
"case","    7.345359","2.053298e+01"
"control","    3.135288","1.846651e+01"
"case","    7.922413","2.100833e+01"
"case","5.538186e+00","2.505928e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","3.482576e+01"
"case","    1.317490","2.849995e+01"
"control","    2.687381","3.104769e+01"
"case","    6.717306","4.607518e+01"
"case","1.257031e+01","2.010659e+01"
"case","    0.000000","     35.9424"
"case","1.743626e+00","7.670908e+01"
"case","8.550097e+00","1.880193e+01"
"control","    0.000000","5.477728e+01"
"control","    1.024218","4.298913e+01"
"control","    3.854194","3.025888e+01"
"case","    0.000000","1.324472e+01"
"control","    8.163448","2.539837e+01"
"control","    4.710860","2.168376e+01"
"control","9.905626e-01","0.000000e+00"
"case","    7.642918","2.389130e+01"
"control","    5.246095","2.562942e+01"
"case","    8.284268","3.383145e+01"
"case","    3.707606","1.762998e+01"
"case","    4.971615","1.750600e+01"
"control","8.378125e-01","1.778544e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","1.122757e+01"
"control","1.505807e+00","1.816437e+01"
"case","    1.083699","1.639870e+01"
"case","5.837765e+00","1.538021e+01"
"control","    6.591236","1.843585e+01"
"case","    2.111611","5.811815e+01"
"control","    0.000000","0.000000e+00"
"case","    1.262759","4.686051e+01"
"case","    5.531291","1.357206e+01"
"case","    9.721465","1.576556e+01"
"case","3.923682e+00","2.455960e+01"
"case","    1.447026","1.550356e+01"
